Time,ForceX,ForceY,ForceZ,ForceRez,YawG,PitchG,RollG,AccelX,AccelY,AccelZ,AccRMS,RST,GyroRMS,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Label,Technique
0.34,-0.03,0.5,-0.07,0.51,178.866,3.21,2.236,-0.147,0.076,0.986,1,0,36.34,-29.068,-18.433,11.703,-0.074,0.338,0.086,Random,N/A
0.35,-0.03,0.49,-0.06,0.49,178.997,2.881,2.135,-0.133,0.081,0.988,1,0,39.84,-32.44,-19.592,12.321,-0.074,0.338,0.086,Random,N/A
0.36,-0.03,0.48,-0.06,0.49,179.112,2.594,2.042,-0.124,0.062,0.99,1,0,40.48,-32.814,-19.951,12.84,-0.074,0.338,0.086,Random,N/A
0.37,-0.03,0.48,-0.05,0.48,179.232,2.294,1.948,-0.129,0.043,0.991,1,0,37.69,-29.625,-19.608,12.634,-0.074,0.338,0.086,Random,N/A
0.38,-0.03,0.47,-0.05,0.48,179.346,2.015,1.865,-0.125,0.024,0.992,1,0,31.12,-22.926,-18.532,10.002,-0.074,0.338,0.086,Random,N/A
0.39,-0.03,0.48,-0.04,0.48,179.428,1.79,1.791,-0.126,0.001,0.992,1,0,22.03,-13.634,-16.594,4.822,-0.074,0.338,0.086,Random,N/A
0.4,-0.03,0.49,-0.04,0.49,179.459,1.641,1.747,-0.126,-0.012,0.992,1,0,8.34,-2.831,-7.751,-0.641,-0.074,0.338,0.086,Random,N/A
0.41,-0.02,0.49,-0.04,0.49,179.438,1.585,1.795,-0.116,-0.034,0.993,1,0,10.75,8.308,3.738,-5.623,-0.086,0.322,0.102,Random,N/A
0.42,-0.01,0.48,-0.01,0.48,179.37,1.615,1.941,-0.112,-0.05,0.992,1,0,23.69,18.219,10.719,-10.628,-0.086,0.322,0.102,Random,N/A
0.43,0,0.47,-0.01,0.47,179.253,1.73,2.136,-0.129,-0.055,0.99,1,0,32.98,26.367,12.459,-15.327,-0.086,0.322,0.102,Random,N/A
0.44,0,0.47,0,0.47,179.091,1.925,2.335,-0.15,-0.08,0.985,1,0,40.68,35.828,-2.129,-18.997,-0.086,0.322,0.102,Random,N/A
0.45,0,0.46,0.01,0.46,178.89,2.219,2.396,-0.113,-0.024,0.993,1,0,52.06,47.134,1.907,-21.881,-0.086,0.322,0.102,Random,N/A
0.46,0,0.48,0.03,0.48,178.662,2.612,2.532,-0.094,-0.023,0.995,1,0,60.97,52.795,17.647,-24.78,-0.086,0.322,0.102,Random,N/A
0.47,0,0.47,0.03,0.47,178.415,3.042,2.804,-0.129,-0.038,0.991,1,0,65.53,55.893,21.454,-26.543,-0.086,0.322,0.102,Random,N/A
0.48,0,0.47,0.03,0.47,178.155,3.506,3.109,-0.159,-0.011,0.987,1,0,66.78,55.038,26.413,-27,-0.086,0.322,0.102,Random,N/A
0.49,0.01,0.5,0.02,0.5,177.906,3.97,3.526,-0.205,0.06,0.977,1,0,67.12,43.129,46.181,-22.629,-0.086,0.322,0.102,Random,N/A
0.5,0.02,0.5,0.03,0.5,177.732,4.352,4.146,-0.215,0.109,0.97,1,0,63.11,23.796,56.976,-13.199,-0.086,0.322,0.102,Random,N/A
0.51,0.03,0.5,0.03,0.5,177.666,4.582,4.826,-0.217,0.159,0.963,1,0,51.51,9.727,50.537,-3.113,-0.086,0.322,0.102,Random,N/A
0.52,0.03,0.5,0,0.51,177.706,4.738,5.385,-0.129,0.199,0.971,1,0,35.91,7.5,33.127,11.94,-0.086,0.322,0.102,Random,N/A
0.53,0.03,0.5,0.01,0.51,177.8,4.857,5.597,-0.084,0.207,0.975,1,0,37.39,9.888,32.776,15.274,-0.086,0.322,0.102,Random,N/A
0.54,0.02,0.5,0.01,0.5,177.989,5.102,5.942,-0.185,0.218,0.958,1,0,53.91,16.304,50.354,10.635,-0.086,0.336,0.074,Random,N/A
0.55,0,0.5,-0.01,0.5,178.14,5.373,6.503,-0.3,0.213,0.93,1,0,42.91,16.93,38.803,7.408,-0.086,0.336,0.074,Random,N/A
0.56,0,0.51,-0.03,0.51,178.259,5.61,6.902,-0.28,0.204,0.938,1,0,18.42,12.84,0.305,13.306,-0.086,0.336,0.074,Random,N/A
0.57,-0.01,0.52,-0.05,0.52,178.409,5.815,6.928,-0.223,0.189,0.956,1,0,25.28,9.491,-12.779,19.699,-0.086,0.336,0.074,Random,N/A
0.58,-0.02,0.54,-0.07,0.54,178.612,5.998,6.918,-0.244,0.165,0.956,1,0,28.5,4.639,17.799,21.927,-0.086,0.336,0.074,Random,N/A
0.59,-0.04,0.53,-0.07,0.53,178.861,6.107,7.231,-0.319,0.142,0.937,1,0,26.33,-1.694,15.709,21.225,-0.086,0.336,0.074,Random,N/A
0.6,-0.03,0.53,-0.08,0.54,179.061,6.111,7.332,-0.2,0.03,0.979,1,0,33.7,-7.362,-31.158,10.452,-0.086,0.336,0.074,Random,N/A
0.61,-0.03,0.53,-0.09,0.54,179.089,5.95,7.123,-0.202,0.062,0.977,1,0,14.78,-10.498,-9.033,-4.959,-0.086,0.336,0.074,Random,N/A
0.62,-0.02,0.49,-0.08,0.5,179.017,5.815,7.199,-0.195,0.135,0.971,1,0,17.88,-5.905,13.763,-9.75,-0.086,0.336,0.074,Random,N/A
0.63,-0.04,0.47,-0.08,0.48,178.944,5.83,7.462,-0.178,0.176,0.968,1,0,23.82,6.104,21.667,-7.843,-0.086,0.336,0.074,Random,N/A
0.64,-0.05,0.46,-0.09,0.47,178.907,6.018,7.731,-0.188,0.243,0.952,1,0,27.94,23.178,14.885,-4.7,-0.086,0.336,0.074,Random,N/A
0.65,-0.05,0.45,-0.08,0.46,178.891,6.385,7.907,-0.229,0.277,0.933,1,0,40.18,39.513,6.638,-2.922,-0.086,0.336,0.074,Random,N/A
0.66,-0.06,0.45,-0.1,0.46,178.882,7.005,8.065,-0.228,0.271,0.935,1,0,69.15,56.709,39.307,-4.814,-0.094,0.354,0.095,Random,N/A
0.67,-0.07,0.45,-0.1,0.46,178.889,7.676,8.565,-0.264,0.213,0.941,1,0,85.59,62.706,56.732,-13.329,-0.094,0.354,0.095,Random,N/A
0.68,-0.09,0.45,-0.1,0.46,178.787,8.501,9.465,-0.262,0.173,0.949,1,0,107.14,69.275,76.607,-28.519,-0.094,0.354,0.095,Random,N/A
0.69,-0.1,0.43,-0.1,0.46,178.6,9.222,10.388,-0.289,0.246,0.925,1,0,118.68,78.033,78.484,-42.824,-0.094,0.354,0.095,Random,N/A
0.7,-0.1,0.42,-0.09,0.44,178.286,10.027,11.286,-0.301,0.188,0.935,1,0,114.78,87.585,53.146,-51.689,-0.094,0.354,0.095,Random,N/A
0.71,-0.08,0.43,-0.09,0.45,177.847,10.814,11.955,-0.288,0.034,0.957,1,0,111.62,93.773,31.609,-51.537,-0.094,0.354,0.095,Random,N/A
0.72,-0.07,0.43,-0.07,0.44,177.375,11.546,12.334,-0.191,-0.028,0.981,1,0,95.14,86.09,-16.8,-36.69,-0.094,0.354,0.095,Random,N/A
0.73,-0.06,0.44,-0.06,0.45,176.975,12.189,12.183,-0.087,-0.074,0.993,1,0,77.43,73.036,-14.862,-20.767,-0.094,0.354,0.095,Random,N/A
0.74,-0.07,0.47,-0.06,0.48,176.75,12.754,12.089,-0.17,0.057,0.984,1,0,65.67,65.346,-2.068,-5.898,-0.094,0.354,0.095,Random,N/A
0.75,-0.07,0.49,-0.06,0.5,176.687,13.272,12,-0.181,0.13,0.975,1,0,59,55.672,-17.036,9.453,-0.094,0.354,0.095,Random,N/A
0.76,-0.09,0.5,-0.04,0.51,176.734,13.711,11.816,-0.247,0.135,0.96,1,0,48.04,45.326,-8.003,13.802,-0.094,0.354,0.095,Random,N/A
0.77,-0.1,0.52,-0.04,0.53,176.825,14.07,11.758,-0.266,0.191,0.945,1,0,41.77,37.796,-14,10.948,-0.094,0.354,0.095,Random,N/A
0.78,-0.1,0.52,-0.04,0.53,176.86,14.265,11.717,-0.249,0.24,0.938,1,0,40.98,33.653,-21.751,8.499,-0.155,0.365,0.081,Random,N/A
0.79,-0.1,0.53,-0.03,0.54,176.875,14.611,11.552,-0.295,0.341,0.893,1,0,48.29,21.103,-43.137,4.562,-0.155,0.365,0.081,Random,N/A
0.8,-0.09,0.54,-0.04,0.55,176.807,14.853,11.111,-0.206,0.241,0.948,1,0,63.35,1.93,-62.927,6.599,-0.155,0.365,0.081,Random,N/A
0.81,-0.07,0.56,-0.04,0.56,176.709,14.738,10.654,-0.32,0.167,0.933,1,0,23,-15.48,-16.609,3.54,-0.155,0.365,0.081,Random,N/A
0.82,-0.05,0.58,-0.05,0.58,176.714,14.54,10.559,-0.299,0.503,0.811,1,0,63.53,-40.863,-44.258,20.187,-0.155,0.365,0.081,Random,N/A
0.83,-0.04,0.59,-0.07,0.6,176.854,14.174,10.012,-0.318,0.53,0.786,1,0,138.92,-85.381,-95.886,53.07,-0.155,0.365,0.081,Random,N/A
0.84,-0.04,0.59,-0.07,0.59,177.203,13.364,8.875,-0.424,0.217,0.879,1,0,243.39,-132.484,-181.847,92.842,-0.155,0.365,0.081,Random,N/A
0.85,-0.04,0.59,-0.09,0.59,177.734,12.016,6.757,-0.154,-0.004,0.988,1,0,324.76,-164.032,-250,126.747,-0.155,0.365,0.081,Random,N/A
0.86,-0.05,0.57,-0.09,0.58,178.515,10.317,4.043,0.182,-0.021,0.983,1,0,326.37,-172.722,-241.928,134.766,-0.155,0.365,0.081,Random,N/A
0.87,-0.06,0.53,-0.09,0.54,179.461,8.591,1.576,0.241,-0.009,0.971,1,0,224.74,-149.506,-118.317,119.041,-0.155,0.365,0.081,Random,N/A
0.88,-0.04,0.52,-0.09,0.53,180.439,7.164,0.396,0.077,-0.051,0.996,1,0,123.9,-89.088,-16.098,84.702,-0.155,0.365,0.081,Random,N/A
0.89,-0.03,0.51,-0.09,0.52,181.207,6.285,0.17,0.004,-0.059,0.998,1,0,65.16,-36.224,-0.71,54.276,-0.155,0.365,0.081,Random,N/A
0.9,-0.03,0.5,-0.08,0.51,181.753,5.828,0.072,-0.054,-0.022,0.998,1,0,27.32,-5.508,-14.015,22.873,-0.106,0.302,0.1,Random,N/A
0.91,0.01,0.49,-0.07,0.49,181.86,5.689,-0.101,0.025,0.049,0.999,1,0,19.59,2.884,-18.524,-5.356,-0.106,0.302,0.1,Random,N/A
0.92,0,0.49,-0.06,0.49,181.774,5.615,-0.324,0.038,0.063,0.997,1,0,14.64,-1.694,-8.194,-11.856,-0.106,0.302,0.1,Random,N/A
0.93,0,0.48,-0.06,0.48,181.641,5.498,-0.428,0,0.038,0.999,1,0,18.17,-5.31,4.837,-16.602,-0.106,0.302,0.1,Random,N/A
0.94,-0.01,0.47,-0.03,0.47,181.472,5.33,-0.32,-0.013,-0.008,1,1,0,28.22,-6.828,16.388,-21.873,-0.106,0.302,0.1,Random,N/A
0.95,-0.01,0.44,0,0.44,181.26,5.152,-0.093,-0.029,-0.088,0.996,1,0,44,-4.539,34.615,-26.756,-0.106,0.302,0.1,Random,N/A
0.96,-0.02,0.43,0,0.43,181.021,5.005,0.319,-0.065,-0.152,0.986,1,0,49.63,2.899,40.749,-28.16,-0.106,0.302,0.1,Random,N/A
0.97,-0.02,0.42,0.01,0.43,180.771,4.947,0.766,-0.045,-0.051,0.998,1,0,46.6,17.212,30.762,-30.426,-0.106,0.302,0.1,Random,N/A
0.98,-0.02,0.44,0.01,0.44,180.475,5.041,1.097,-0.04,0.113,0.993,1,0,52.51,34.805,9.041,-38.155,-0.106,0.302,0.1,Random,N/A
0.99,-0.01,0.47,-0.01,0.47,180.084,5.515,1.237,-0.059,0.113,0.992,1,0,69.64,52.536,-10.49,-44.357,-0.106,0.302,0.1,Random,N/A
1,0,0.5,-0.03,0.5,179.633,6.107,1.252,-0.221,0.334,0.916,1,0,68.58,56.091,-9.048,-38.269,-0.106,0.302,0.1,Random,N/A
1.01,0.02,0.52,-0.05,0.52,179.297,6.708,1.337,-0.227,0.381,0.896,1,0,30.96,28.16,8.049,-9.949,-0.106,0.302,0.1,Random,N/A
1.02,0.02,0.52,-0.05,0.52,179.244,6.93,1.433,-0.202,0.354,0.913,1,0,10.94,5.203,-5.63,7.858,-0.106,0.302,0.1,Random,N/A
1.03,0.01,0.52,-0.06,0.52,179.376,6.982,1.394,-0.198,0.289,0.937,1,0,76.29,-58.83,-20.683,44.044,-0.113,0.302,0.107,Random,N/A
1.04,0,0.52,-0.05,0.52,179.79,6.475,1.224,-0.245,0.146,0.959,1,0,97.21,-79.468,-25.574,49.904,-0.113,0.302,0.107,Random,N/A
1.05,-0.02,0.5,-0.05,0.5,180.258,5.694,1.03,-0.386,-0.015,0.923,1,0,116.62,-78.201,-74.821,43.465,-0.113,0.302,0.107,Random,N/A
1.06,-0.02,0.47,-0.03,0.47,180.62,4.876,0.35,-0.277,-0.069,0.958,1,0,111.16,-55.046,-94.429,20.096,-0.113,0.302,0.107,Random,N/A
1.07,-0.02,0.45,-0.03,0.45,180.743,4.284,-0.502,-0.083,0.111,0.99,1,0,92.46,-33.257,-86.143,-3.494,-0.113,0.302,0.107,Random,N/A
1.08,-0.01,0.45,-0.03,0.45,180.644,4.009,-1.261,-0.032,0.136,0.99,1,0,90.74,-18.486,-87.135,-16.884,-0.113,0.302,0.107,Random,N/A
1.09,-0.02,0.45,-0.05,0.45,180.411,3.927,-2.061,-0.01,0.062,0.998,1,0,85.79,-8.278,-81.871,-23.933,-0.113,0.302,0.107,Random,N/A
1.1,-0.02,0.47,-0.06,0.47,180.115,3.875,-2.757,-0.051,0.199,0.979,1,0,99.46,-1.144,-95.421,-27.695,-0.113,0.302,0.107,Random,N/A
1.11,-0.02,0.47,-0.05,0.47,179.767,3.974,-3.621,-0.112,0.268,0.957,1,0,110.86,3.822,-107.155,-27.817,-0.113,0.302,0.107,Random,N/A
1.12,-0.02,0.46,-0.04,0.46,179.406,4.122,-4.592,-0.106,0.228,0.968,1,0,88.1,5.73,-82.718,-29.472,-0.113,0.302,0.107,Random,N/A
1.13,-0.03,0.44,-0.03,0.44,179.043,4.275,-5.303,-0.095,0.088,0.992,1,0,42.73,3.593,-29.846,-30.197,-0.113,0.302,0.107,Random,N/A
1.14,-0.04,0.42,-0.01,0.42,178.718,4.335,-5.466,-0.106,-0.02,0.994,1,0,34.31,4.364,16.38,-29.747,-0.113,0.302,0.107,Random,N/A
1.15,-0.03,0.41,-0.01,0.41,178.379,4.359,-5.121,-0.004,0.025,1,1,0,63.81,7.591,53.825,-33.401,-0.095,0.262,0.118,Random,N/A
1.16,-0.02,0.4,0,0.4,178.086,4.401,-4.412,0.112,0.043,0.993,1,0,86.91,12.772,77.4,-37.415,-0.095,0.262,0.118,Random,N/A
1.17,-0.01,0.42,-0.01,0.42,177.775,4.499,-3.687,0.158,0.053,0.986,1,0,91.84,20.576,81.566,-36.865,-0.095,0.262,0.118,Random,N/A
1.18,0.02,0.44,-0.02,0.44,177.48,4.72,-2.975,0.171,0.103,0.98,1,0,81.46,28.061,69.817,-31.227,-0.095,0.262,0.118,Random,N/A
1.19,0.03,0.44,-0.03,0.44,177.239,5.043,-2.404,0.151,0.116,0.982,1,0,63.79,32.539,49.82,-22.98,-0.095,0.262,0.118,Random,N/A
1.2,0.04,0.46,-0.04,0.46,177.066,5.409,-2.044,0.124,0.095,0.988,1,0,46.43,35.561,25.81,-14.954,-0.095,0.262,0.118,Random,N/A
1.21,0.05,0.46,-0.05,0.46,176.946,5.767,-1.949,0.104,0.081,0.991,1,0,39.79,37.842,-5.63,-10.735,-0.095,0.262,0.118,Random,N/A
1.22,0.05,0.44,-0.04,0.44,176.83,6.115,-2.156,0.071,0.086,0.994,1,0,49.98,40.695,-27.069,-10.124,-0.095,0.262,0.118,Random,N/A
1.23,0.05,0.43,-0.05,0.44,176.7,6.46,-2.504,0.036,0.114,0.993,1,0,50.22,43.777,-22.27,-10.178,-0.095,0.262,0.118,Random,N/A
1.24,0.06,0.43,-0.06,0.44,176.578,6.928,-2.56,0.031,0.128,0.991,1,0,49.71,48.698,2.953,-9.377,-0.095,0.262,0.118,Random,N/A
1.25,0.08,0.43,-0.08,0.45,176.494,7.469,-2.432,0.082,0.117,0.99,1,0,67.6,54.169,39.246,-9.834,-0.095,0.262,0.118,Random,N/A
1.26,0.08,0.41,-0.07,0.43,176.458,7.984,-2.028,0.106,0.126,0.986,1,0,116.41,61.836,97.748,-13.405,-0.095,0.262,0.118,Random,N/A
1.27,0.09,0.41,-0.07,0.43,176.486,8.728,-0.844,0.099,0.163,0.982,1,0,150.59,68.436,133.591,-12.634,-0.115,0.285,0.109,Random,N/A
1.28,0.09,0.42,-0.07,0.44,176.582,9.441,0.394,0.079,0.228,0.97,1,0,150.96,68.329,134.483,-6.958,-0.115,0.285,0.109,Random,N/A
1.29,0.09,0.43,-0.07,0.44,176.756,10.189,1.622,0.018,0.204,0.979,1,0,140.4,65.414,124.275,2.068,-0.115,0.285,0.109,Random,N/A
1.3,0.09,0.42,-0.07,0.43,177.015,10.864,2.695,-0.008,0.137,0.991,1,0,122.33,65.994,102.539,10.391,-0.115,0.285,0.109,Random,N/A
1.31,0.07,0.41,-0.06,0.42,177.305,11.461,3.569,-0.022,0.136,0.99,1,0,111.3,74.394,82.13,10.849,-0.115,0.285,0.109,Random,N/A
1.32,0.07,0.41,-0.07,0.42,177.561,12.16,4.263,-0.045,0.203,0.978,1,0,116.56,88.661,75.363,7.317,-0.115,0.285,0.109,Random,N/A
1.33,0.07,0.4,-0.09,0.42,177.795,13.097,4.892,-0.063,0.256,0.965,1,0,131.39,101.425,83.397,5.493,-0.115,0.285,0.109,Random,N/A
1.34,0.07,0.42,-0.11,0.44,178.059,14.231,5.631,-0.07,0.269,0.961,1,0,142.64,107.224,93.887,6.76,-0.115,0.285,0.109,Random,N/A
1.35,0.07,0.43,-0.13,0.45,178.377,15.394,6.429,-0.08,0.268,0.96,1,0,145.89,109.253,96.23,9.979,-0.115,0.285,0.109,Random,N/A
1.36,0.05,0.44,-0.12,0.46,178.745,16.508,7.206,-0.101,0.263,0.959,1,0,137.7,105.331,87.112,17.021,-0.115,0.285,0.109,Random,N/A
1.37,0.04,0.46,-0.12,0.48,179.16,17.514,7.866,-0.123,0.279,0.952,1,0,114.53,91.232,64.163,26.253,-0.115,0.285,0.109,Random,N/A
1.38,0.02,0.48,-0.13,0.5,179.601,18.355,8.309,-0.155,0.308,0.939,1,0,93.48,71.823,49.072,34.401,-0.115,0.285,0.109,Random,N/A
1.39,0.01,0.5,-0.14,0.52,179.887,18.791,8.578,-0.176,0.321,0.93,1,0,87.06,61.821,48.195,38.055,-0.115,0.285,0.109,Random,N/A
1.4,-0.01,0.51,-0.16,0.54,180.425,19.462,9.02,-0.226,0.317,0.921,1,0,70.2,33.783,41.603,45.502,-0.18,0.347,0.077,Random,N/A
1.41,-0.03,0.51,-0.17,0.54,180.996,19.869,9.37,-0.254,0.287,0.924,1,0,55.32,21.553,25.23,44.403,-0.18,0.347,0.077,Random,N/A
1.42,-0.03,0.5,-0.16,0.53,181.496,20.116,9.557,-0.283,0.284,0.916,1,0,45.15,20.584,12.177,38.414,-0.18,0.347,0.077,Random,N/A
1.43,-0.05,0.51,-0.17,0.54,181.899,20.36,9.647,-0.325,0.377,0.868,1,0,42.39,29.892,8.194,29.037,-0.18,0.347,0.077,Random,N/A
1.44,-0.07,0.51,-0.17,0.54,182.21,20.754,9.722,-0.377,0.462,0.803,1,0,48.67,44.51,8.362,17.929,-0.18,0.347,0.077,Random,N/A
1.45,-0.09,0.5,-0.18,0.53,182.42,21.298,9.824,-0.423,0.581,0.695,1,0,61.87,55.595,26.932,3.868,-0.18,0.347,0.077,Random,N/A
1.46,-0.11,0.49,-0.19,0.53,182.57,21.96,10.131,-0.399,0.618,0.678,1,0,80.87,62.973,49.706,-10.254,-0.18,0.347,0.077,Random,N/A
1.47,-0.12,0.47,-0.18,0.52,182.68,22.692,10.696,-0.375,0.529,0.761,1,0,94.71,76.782,52.269,-18.509,-0.18,0.347,0.077,Random,N/A
1.48,-0.14,0.45,-0.15,0.5,182.728,23.54,11.327,-0.272,0.448,0.852,1,0,109.39,95.566,47.989,-22.987,-0.18,0.347,0.077,Random,N/A
1.49,-0.14,0.45,-0.17,0.5,182.662,24.558,11.812,-0.197,0.324,0.925,1,0,126.48,123.169,16.144,-23.628,-0.18,0.347,0.077,Random,N/A
1.5,-0.13,0.45,-0.19,0.51,182.533,25.701,12.061,-0.125,0.547,0.828,1,0,108.56,99.899,39.261,-16.197,-0.18,0.347,0.077,Random,N/A
1.51,-0.11,0.45,-0.2,0.51,182.619,26.734,12.409,-0.111,0.508,0.854,1,0,71.04,64.583,29.068,5.836,-0.18,0.347,0.077,Random,N/A
1.52,-0.09,0.45,-0.2,0.5,182.879,27.495,12.469,-0.105,0.349,0.931,1,0,48.33,38.246,10.62,27.695,-0.226,0.356,0.048,Random,N/A
1.53,-0.09,0.44,-0.21,0.5,183.185,27.828,12.358,-0.179,0.397,0.9,1,0,46.05,22.423,11.574,38.643,-0.226,0.356,0.048,Random,N/A
1.54,-0.08,0.44,-0.24,0.51,183.576,28.023,12.252,-0.245,0.482,0.841,1,0,45.69,16.785,10.612,41.275,-0.226,0.356,0.048,Random,N/A
1.55,-0.08,0.43,-0.25,0.5,183.993,28.314,12.227,-0.304,0.452,0.839,1,0,55.69,34.76,-18.608,39.398,-0.226,0.356,0.048,Random,N/A
1.56,-0.07,0.43,-0.27,0.51,184.232,28.801,11.938,-0.27,0.655,0.706,1,0,54.62,47.348,-2.869,27.168,-0.226,0.356,0.048,Random,N/A
1.57,-0.06,0.43,-0.28,0.52,184.504,29.398,11.913,-0.241,0.595,0.767,1,0,51.77,34.561,35.538,15.167,-0.226,0.356,0.048,Random,N/A
