Time,ForceX,ForceY,ForceZ,ForceRez,YawG,PitchG,RollG,AccelX,AccelY,AccelZ,AccRMS,RST,GyroRMS,,,,,,,Label,Technique
0.01,0.03,0.03,0.06,0.08,-78.2,-3.5,-11.26,-0.2,-0.06,0.98,1,0,9.64,,,,,,,Random,N/A
0.02,0.02,0.02,0.08,0.09,-78.03,-3.3,-11.5,-0.2,-0.06,0.98,1,0,9.71,,,,,,,Random,N/A
0.03,0.02,0.03,0.05,0.06,-77.64,-3.36,-11.88,-0.21,-0.06,0.98,1,0,8.67,,,,,,,Random,N/A
0.04,0.06,0.03,0.01,0.07,-77.51,-3.21,-12.05,-0.21,-0.06,0.98,1,0,8.31,,,,,,,Random,N/A
0.05,0.05,0.03,0.01,0.06,-77.35,-3.21,-12.22,-0.21,-0.06,0.98,1,0,7.62,,,,,,,Random,N/A
0.06,-0.01,-0.02,-0.02,0.03,-76.93,-3.07,-12.69,-0.22,-0.05,0.97,1,0,6.18,,,,,,,Random,N/A
0.07,0.02,-0.03,-0.04,0.05,-76.99,-3.2,-12.59,-0.22,-0.06,0.97,1,0,5.56,,,,,,,Random,N/A
0.08,0.03,-0.04,0,0.05,-76.91,-3.28,-12.66,-0.22,-0.06,0.97,1,0,4.36,,,,,,,Random,N/A
0.09,0.02,-0.07,-0.04,0.09,-76.75,-3.19,-12.85,-0.22,-0.06,0.97,1,0,4.04,,,,,,,Random,N/A
0.1,0.01,-0.04,-0.04,0.06,-76.8,-3.02,-12.84,-0.22,-0.05,0.97,1,0,4.34,,,,,,,Random,N/A
0.11,0,-0.02,-0.02,0.02,-77.05,-3.12,-12.56,-0.22,-0.05,0.97,1,0,4.97,,,,,,,Random,N/A
0.12,-0.04,-0.03,0.07,0.08,-77.02,-3.19,-12.57,-0.22,-0.06,0.97,1,0,5.1,,,,,,,Random,N/A
0.13,-0.01,-0.03,0.08,0.08,-76.98,-2.81,-12.7,-0.22,-0.05,0.97,1,0,4.89,,,,,,,Random,N/A
0.14,-0.03,-0.01,0.13,0.13,-76.89,-2.94,-12.76,-0.22,-0.05,0.97,1,0,5.26,,,,,,,Random,N/A
0.15,-0.04,0.02,0.2,0.2,-76.59,-3.32,-12.98,-0.22,-0.06,0.97,1,0,5.81,,,,,,,Random,N/A
0.16,-0.07,0,0.18,0.2,-76.68,-3.61,-12.8,-0.22,-0.06,0.97,1,0,6.79,,,,,,,Random,N/A
0.17,-0.08,0,0.07,0.11,-76.7,-3.61,-12.78,-0.22,-0.06,0.97,1,0,7.11,,,,,,,Random,N/A
0.18,-0.01,-0.01,0.01,0.02,-76.94,-3.69,-12.51,-0.22,-0.06,0.97,1,0,7.59,,,,,,,Random,N/A
0.19,-0.01,-0.02,0.05,0.06,-77.06,-3.53,-12.44,-0.22,-0.06,0.97,1,0,10.17,,,,,,,Random,N/A
0.2,0.02,-0.01,0.09,0.09,-77.9,-3.44,-11.58,-0.2,-0.06,0.98,1,0,15.07,,,,,,,Random,N/A
0.21,0,0.03,0.09,0.09,-78.71,-3.43,-10.74,-0.19,-0.06,0.98,1,0,23.07,,,,,,,Random,N/A
0.22,0.05,0.04,0.09,0.11,-79.01,-2.82,-10.61,-0.18,-0.05,0.98,1,0,21.14,,,,,,,Random,N/A
0.23,0.08,0,0.04,0.09,-79.26,-2.35,-10.48,-0.18,-0.04,0.98,1,0,19.96,,,,,,,Random,N/A
0.24,0.1,0.01,0.04,0.11,-79.95,-2.26,-9.79,-0.17,-0.04,0.98,1,0,22.32,,,,,,,Random,N/A
0.25,0.12,0.02,0.09,0.15,-79.71,-2.89,-9.87,-0.17,-0.05,0.98,1,0,24.53,,,,,,,Random,N/A
0.26,0.14,0.06,0.11,0.18,-80.93,-2.88,-8.6,-0.15,-0.05,0.99,1,0,31.29,,,,,,,Random,N/A
0.27,0.12,0.01,0.07,0.14,-81.29,-3.23,-8.08,-0.14,-0.06,0.99,1,0,33.01,,,,,,,Random,N/A
0.28,0.18,0.02,0.03,0.18,-79.62,-4.29,-9.43,-0.16,-0.07,0.98,1,0,32.22,,,,,,,Random,N/A
0.29,0.19,-0.03,0.02,0.19,-78.55,-4.08,-10.67,-0.19,-0.07,0.98,1,0,32.09,,,,,,,Random,N/A
0.3,0.19,-0.02,0.02,0.19,-77.08,-4.53,-12.07,-0.21,-0.08,0.97,1,0,31.89,,,,,,,Random,N/A
0.31,0.12,-0.01,0.05,0.13,-72.29,-4.19,-17.18,-0.3,-0.07,0.95,1,0,50.97,,,,,,,Random,N/A
0.32,0.09,-0.07,0.03,0.12,-72.97,-7.64,-15.13,-0.26,-0.13,0.96,1,0,161.87,,,,,,,Random,N/A
0.33,0.06,-0.1,-0.06,0.13,-75.81,-7.38,-12.05,-0.21,-0.13,0.97,1,0,206.53,,,,,,,Random,N/A
0.34,0.03,-0.11,-0.01,0.12,-79.61,-3.39,-9.81,-0.17,-0.06,0.98,1,0,244.52,,,,,,,Random,N/A
0.35,0.1,-0.1,0.07,0.16,-81.12,4.44,-7.68,-0.13,0.08,0.99,1,0,238.89,,,,,,,Random,N/A
0.36,0.08,-0.1,0.07,0.15,-81.54,6.05,-5.89,-0.1,0.11,0.99,1,0,225.42,,,,,,,Random,N/A
0.37,0.14,-0.1,0.05,0.18,-83.61,6.38,-0.25,0,0.11,0.99,1,0,210.47,,,,,,,Random,N/A
0.38,0.11,-0.1,0.12,0.19,-84.05,5.95,0,0,0.1,0.99,1,0,207.6,,,,,,,Random,N/A
0.39,0.16,-0.09,0.08,0.2,-80.54,5.32,7.8,0.14,0.09,0.99,1,0,176.53,,,,,,,Random,N/A
0.4,0.2,-0.06,0.09,0.23,-76.18,8.85,10.53,0.18,0.15,0.97,1,0,129.29,,,,,,,Random,N/A
0.41,0.18,-0.02,0.15,0.24,-74.42,12.18,9.57,0.17,0.21,0.96,1,0,112.05,,,,,,,Random,N/A
0.42,0.15,-0.01,0.09,0.17,-74.89,12.66,8.11,0.14,0.22,0.97,1,0,123.79,,,,,,,Random,N/A
0.43,0.07,-0.02,-0.04,0.08,-77.31,10.36,7.25,0.13,0.18,0.98,1,0,141.75,,,,,,,Random,N/A
0.44,0.06,-0.04,-0.07,0.1,-82.87,6.86,1.91,0.03,0.12,0.99,1,0,151.54,,,,,,,Random,N/A
0.45,0.02,-0.08,-0.08,0.12,-82.44,7.03,2.75,0.05,0.12,0.99,1,0,131.61,,,,,,,Random,N/A
0.46,-0.01,-0.08,-0.12,0.15,-79.24,10.07,3.74,0.07,0.17,0.98,1,0,117.59,,,,,,,Random,N/A
0.47,0.01,-0.08,-0.13,0.15,-79.01,10.77,2.16,0.04,0.19,0.98,1,0,112,,,,,,,Random,N/A
0.48,0.01,-0.05,-0.12,0.13,-79.42,10.53,1.11,0.02,0.18,0.98,1,0,86.51,,,,,,,Random,N/A
0.49,-0.02,-0.09,-0.06,0.11,-76.28,12.48,5.6,0.1,0.22,0.97,1,0,45.33,,,,,,,Random,N/A
0.5,0.01,-0.09,-0.04,0.1,-69.02,19.49,7.48,0.13,0.33,0.93,1,0,47.05,,,,,,,Random,N/A
0.51,0.01,-0.08,-0.02,0.08,-66.96,21.63,7.55,0.13,0.37,0.92,1,0,45.52,,,,,,,Random,N/A
