Time,ForceX,ForceY,ForceZ,ForceRez,YawG,PitchG,RollG,AccelX,AccelY,AccelZ,AccRMS,RST,GyroRMS,,,,,,,Label,Technique
0.44,-0.09,0.02,-0.08,0.12,-74.45,-5.88,-14.35,-0.25,-0.1,0.96,1,0,5.13,,,,,,,Random,N/A
0.45,-0.08,0.05,-0.05,0.11,-74.31,-5.94,-14.47,-0.25,-0.1,0.96,1,0,5.46,,,,,,,Random,N/A
0.46,-0.08,0.03,-0.06,0.11,-74.23,-6.16,-14.46,-0.25,-0.11,0.96,1,0,5.59,,,,,,,Random,N/A
0.47,-0.03,0.04,-0.04,0.06,-73.86,-6.75,-14.58,-0.25,-0.12,0.96,1,0,5.99,,,,,,,Random,N/A
0.48,-0.03,0.01,0.01,0.03,-73.68,-6.83,-14.75,-0.25,-0.12,0.96,1,0,6.92,,,,,,,Random,N/A
0.49,0,0.01,0.01,0.01,-73.57,-6.85,-14.86,-0.26,-0.12,0.96,1,0,8.85,,,,,,,Random,N/A
0.5,0.02,0.01,0.04,0.05,-73.67,-6.62,-14.85,-0.26,-0.12,0.96,1,0,10.09,,,,,,,Random,N/A
0.51,-0.08,-0.01,0.09,0.12,-74.41,-5.69,-14.47,-0.25,-0.1,0.96,1,0,12.1,,,,,,,Random,N/A
0.52,-0.04,-0.05,0.1,0.12,-75.22,-3.73,-14.28,-0.25,-0.07,0.97,1,0,15.26,,,,,,,Random,N/A
0.53,-0.03,-0.02,0.1,0.11,-75.15,-4.56,-14.1,-0.24,-0.08,0.97,1,0,17.75,,,,,,,Random,N/A
0.54,0,-0.02,0.18,0.18,-75.31,-5.12,-13.74,-0.24,-0.09,0.97,1,0,20.06,,,,,,,Random,N/A
0.55,-0.05,-0.02,0.2,0.21,-75.46,-5.2,-13.54,-0.23,-0.09,0.97,1,0,20.96,,,,,,,Random,N/A
0.56,-0.08,-0.05,0.15,0.18,-75.93,-4.92,-13.15,-0.23,-0.09,0.97,1,0,21.85,,,,,,,Random,N/A
0.57,-0.12,-0.09,0.11,0.18,-76.73,-4.38,-12.5,-0.22,-0.08,0.97,1,0,21.31,,,,,,,Random,N/A
0.58,-0.13,-0.09,0.07,0.17,-77.17,-4.18,-12.1,-0.21,-0.07,0.98,1,0,21.1,,,,,,,Random,N/A
0.59,-0.08,-0.03,0.11,0.14,-77.05,-4.45,-12.13,-0.21,-0.08,0.97,1,0,21.23,,,,,,,Random,N/A
0.6,-0.07,-0.04,0.12,0.14,-76.94,-4.43,-12.26,-0.21,-0.08,0.97,1,0,22.18,,,,,,,Random,N/A
0.61,-0.01,-0.06,0.11,0.12,-77.05,-4.31,-12.18,-0.21,-0.08,0.97,1,0,22.81,,,,,,,Random,N/A
0.62,-0.01,-0.02,0.06,0.07,-77.27,-3.86,-12.11,-0.21,-0.07,0.98,1,0,24.93,,,,,,,Random,N/A
0.63,0.04,-0.02,0.05,0.06,-77.36,-3.49,-12.13,-0.21,-0.06,0.98,1,0,28.15,,,,,,,Random,N/A
0.64,0,0,0.12,0.12,-77.44,-3.3,-12.1,-0.21,-0.06,0.98,1,0,29.41,,,,,,,Random,N/A
0.65,0.03,-0.01,0.08,0.08,-77.25,-3.28,-12.3,-0.21,-0.06,0.98,1,0,29.04,,,,,,,Random,N/A
0.66,0.04,0,0.08,0.09,-77.38,-2.78,-12.3,-0.21,-0.05,0.98,1,0,29,,,,,,,Random,N/A
0.67,-0.03,-0.04,-0.01,0.05,-77.56,-1.68,-12.32,-0.21,-0.03,0.98,1,0,27.04,,,,,,,Random,N/A
0.68,-0.07,-0.04,-0.03,0.09,-76.99,-1.69,-12.9,-0.22,-0.03,0.97,1,0,24.14,,,,,,,Random,N/A
0.69,-0.15,-0.02,0.02,0.15,-76.43,-1.57,-13.47,-0.23,-0.03,0.97,1,0,22.54,,,,,,,Random,N/A
0.7,-0.16,-0.07,0.02,0.18,-75.87,-1.94,-13.99,-0.24,-0.03,0.97,1,0,22.64,,,,,,,Random,N/A
0.71,-0.18,-0.1,0.04,0.21,-75.58,-2.45,-14.2,-0.25,-0.04,0.97,1,0,24.33,,,,,,,Random,N/A
0.72,-0.13,-0.11,0,0.18,-75.29,-3.33,-14.32,-0.25,-0.06,0.97,1,0,30.11,,,,,,,Random,N/A
0.73,-0.15,-0.13,-0.01,0.2,-74.83,-2.89,-14.88,-0.26,-0.05,0.97,1,0,38.49,,,,,,,Random,N/A
0.74,-0.17,-0.14,-0.06,0.23,-73.78,-1.68,-16.12,-0.28,-0.03,0.96,1,0,63.33,,,,,,,Random,N/A
0.75,-0.13,-0.11,-0.06,0.18,-75.56,-1.92,-14.31,-0.25,-0.03,0.97,1,0,97.38,,,,,,,Random,N/A
0.76,-0.1,-0.09,-0.06,0.15,-79.53,1.62,-10.34,-0.18,0.03,0.98,1,0,93.35,,,,,,,Random,N/A
0.77,-0.05,-0.06,-0.12,0.15,-78.92,5.16,-9.78,-0.17,0.09,0.98,1,0,68.63,,,,,,,Random,N/A
0.78,-0.03,-0.01,-0.17,0.18,-78.52,5.67,-9.94,-0.17,0.1,0.98,1,0,56.88,,,,,,,Random,N/A
0.79,-0.07,-0.05,-0.12,0.15,-80.35,3.97,-8.78,-0.15,0.07,0.99,1,0,50.7,,,,,,,Random,N/A
0.8,-0.09,-0.03,-0.13,0.16,-82.05,2.79,-7.45,-0.13,0.05,0.99,1,0,44.76,,,,,,,Random,N/A
0.81,-0.02,0.01,-0.13,0.13,-82.51,2.76,-6.95,-0.12,0.05,0.99,1,0,39.2,,,,,,,Random,N/A
0.82,0,0.03,-0.11,0.11,-80.98,3.29,-8.39,-0.15,0.06,0.99,1,0,36.99,,,,,,,Random,N/A
0.83,-0.01,0.03,-0.03,0.05,-80.34,1.61,-9.52,-0.17,0.03,0.99,1,0,74.97,,,,,,,Random,N/A
0.84,0,0.02,-0.03,0.04,-83.17,2.98,-6.14,-0.11,0.05,0.99,1,0,68.33,,,,,,,Random,N/A
0.85,-0.05,0.01,0.01,0.05,-82.01,4.76,-6.4,-0.11,0.08,0.99,1,0,29.42,,,,,,,Random,N/A
0.86,-0.02,0.01,-0.04,0.04,-79.23,7.4,-7.78,-0.14,0.13,0.98,1,0,24.01,,,,,,,Random,N/A
0.87,0,0.04,-0.04,0.06,-80.09,6.85,-7.12,-0.12,0.12,0.99,1,0,22.42,,,,,,,Random,N/A
0.88,0.04,-0.02,-0.07,0.09,-80.89,6.12,-6.72,-0.12,0.11,0.99,1,0,32.38,,,,,,,Random,N/A
0.89,0.02,-0.03,-0.06,0.07,-80.8,6.54,-6.43,-0.11,0.11,0.99,1,0,36.12,,,,,,,Random,N/A
0.9,0,0,-0.05,0.05,-81,6.57,-6.13,-0.11,0.11,0.99,1,0,31.08,,,,,,,Random,N/A
0.91,0,0,-0.1,0.1,-81.12,6.54,-5.99,-0.1,0.11,0.99,1,0,25.55,,,,,,,Random,N/A
0.92,-0.02,0.01,-0.03,0.04,-81.06,6.37,-6.26,-0.11,0.11,0.99,1,0,18.8,,,,,,,Random,N/A
0.93,0.01,0.02,-0.1,0.11,-81.2,5.58,-6.78,-0.12,0.1,0.99,1,0,12.27,,,,,,,Random,N/A
0.94,-0.01,0.03,-0.08,0.09,-81.07,5.14,-7.28,-0.13,0.09,0.99,1,0,11.43,,,,,,,Random,N/A
0.95,-0.03,0.04,-0.05,0.07,-80.28,5.47,-8,-0.14,0.1,0.99,1,0,13.16,,,,,,,Random,N/A
0.96,-0.13,0.08,-0.06,0.16,-79.02,6.03,-9.14,-0.16,0.11,0.98,1,0,15.37,,,,,,,Random,N/A
0.97,-0.09,0.05,-0.04,0.11,-78.01,5.99,-10.34,-0.18,0.1,0.98,1,0,17.94,,,,,,,Random,N/A
0.98,-0.04,0.06,-0.12,0.14,-77.26,5.84,-11.28,-0.2,0.1,0.98,1,0,21.09,,,,,,,Random,N/A
0.99,-0.1,0.05,-0.14,0.18,-76.71,5.81,-11.91,-0.21,0.1,0.97,1,0,23.87,,,,,,,Random,N/A
1,-0.09,0.01,-0.16,0.19,-76.4,5.54,-12.38,-0.21,0.1,0.97,1,0,26.65,,,,,,,Random,N/A
1.01,-0.09,-0.06,-0.12,0.16,-76.72,5.11,-12.23,-0.21,0.09,0.97,1,0,29.14,,,,,,,Random,N/A
1.02,-0.13,-0.06,-0.12,0.19,-77.19,4.35,-12.02,-0.21,0.08,0.98,1,0,30,,,,,,,Random,N/A
1.03,-0.1,-0.05,-0.07,0.13,-77.76,3.72,-11.64,-0.2,0.06,0.98,1,0,29.84,,,,,,,Random,N/A
1.04,-0.05,-0.07,0.01,0.09,-78.24,3.43,-11.24,-0.19,0.06,0.98,1,0,28.25,,,,,,,Random,N/A
1.05,-0.04,-0.05,0.01,0.06,-78.68,3.01,-10.91,-0.19,0.05,0.98,1,0,25.75,,,,,,,Random,N/A
1.06,-0.14,-0.09,0,0.17,-78.95,3.07,-10.61,-0.18,0.05,0.98,1,0,23.72,,,,,,,Random,N/A
1.07,-0.08,-0.13,0.02,0.15,-78.72,3.24,-10.79,-0.19,0.06,0.98,1,0,22.1,,,,,,,Random,N/A
1.08,-0.08,-0.08,-0.07,0.13,-78.51,3.29,-11,-0.19,0.06,0.98,1,0,19.88,,,,,,,Random,N/A
1.09,-0.05,-0.05,-0.06,0.09,-78.25,3.14,-11.31,-0.2,0.05,0.98,1,0,16.86,,,,,,,Random,N/A
1.1,-0.01,-0.08,-0.07,0.11,-77.57,3.23,-11.99,-0.21,0.06,0.98,1,0,15.77,,,,,,,Random,N/A
1.11,-0.01,-0.07,-0.12,0.14,-76.97,3.12,-12.64,-0.22,0.05,0.97,1,0,16.23,,,,,,,Random,N/A
1.12,-0.06,-0.09,-0.14,0.18,-76.43,2.64,-13.3,-0.23,0.05,0.97,1,0,17.53,,,,,,,Random,N/A
1.13,0.01,-0.09,-0.12,0.15,-75.89,2.82,-13.81,-0.24,0.05,0.97,1,0,19.55,,,,,,,Random,N/A
1.14,0.03,-0.11,-0.12,0.17,-75.25,3.17,-14.39,-0.25,0.06,0.97,1,0,19.35,,,,,,,Random,N/A
1.15,0,-0.09,-0.22,0.24,-75.42,3.17,-14.21,-0.25,0.06,0.97,1,0,17.06,,,,,,,Random,N/A
1.16,-0.01,-0.11,-0.18,0.22,-75.85,3.09,-13.79,-0.24,0.05,0.97,1,0,14.7,,,,,,,Random,N/A
1.17,-0.07,-0.11,-0.21,0.24,-75.92,2.99,-13.74,-0.24,0.05,0.97,1,0,12.78,,,,,,,Random,N/A
1.18,-0.11,-0.11,-0.22,0.27,-76.26,2.96,-13.41,-0.23,0.05,0.97,1,0,10.65,,,,,,,Random,N/A
1.19,-0.15,-0.12,-0.22,0.29,-76.05,2.82,-13.65,-0.24,0.05,0.97,1,0,7.24,,,,,,,Random,N/A
1.2,-0.15,-0.09,-0.22,0.28,-75.9,2.86,-13.79,-0.24,0.05,0.97,1,0,4.33,,,,,,,Random,N/A
1.21,-0.14,-0.11,-0.26,0.31,-75.41,2.9,-14.29,-0.25,0.05,0.97,1,0,3.89,,,,,,,Random,N/A
1.22,-0.15,-0.05,-0.2,0.25,-75.18,3.03,-14.5,-0.25,0.05,0.97,1,0,5.03,,,,,,,Random,N/A
1.23,-0.12,-0.06,-0.11,0.18,-75.26,3.09,-14.4,-0.25,0.05,0.97,1,0,6.67,,,,,,,Random,N/A
1.24,-0.07,-0.06,-0.11,0.15,-75.22,3.03,-14.45,-0.25,0.05,0.97,1,0,7.77,,,,,,,Random,N/A
1.25,-0.11,-0.02,-0.09,0.14,-75.58,2.78,-14.14,-0.24,0.05,0.97,1,0,7.84,,,,,,,Random,N/A
1.26,-0.06,0.01,-0.07,0.09,-75.73,2.31,-14.08,-0.24,0.04,0.97,1,0,6.77,,,,,,,Random,N/A
1.27,-0.02,0.02,-0.08,0.09,-75.58,2.21,-14.25,-0.25,0.04,0.97,1,0,5.05,,,,,,,Random,N/A
1.28,-0.01,0.05,-0.16,0.17,-75.06,1.46,-14.86,-0.26,0.03,0.97,1,0,4.7,,,,,,,Random,N/A
1.29,-0.1,0.04,-0.19,0.22,-74.94,1.11,-15.02,-0.26,0.02,0.97,1,0,6.01,,,,,,,Random,N/A
1.3,-0.09,0.02,-0.16,0.18,-74.15,1.05,-15.82,-0.27,0.02,0.96,1,0,7.94,,,,,,,Random,N/A
1.31,-0.11,0.06,-0.24,0.28,-73.55,0.47,-16.44,-0.28,0.01,0.96,1,0,13.44,,,,,,,Random,N/A
1.32,-0.15,0.01,-0.22,0.27,-73.62,-0.06,-16.38,-0.28,0,0.96,1,0,18.91,,,,,,,Random,N/A
1.33,-0.12,-0.03,-0.17,0.21,-72.6,0,-17.4,-0.3,0,0.95,1,0,26.02,,,,,,,Random,N/A
1.34,-0.1,-0.01,-0.14,0.17,-72.52,-0.23,-17.48,-0.3,0,0.95,1,0,36.09,,,,,,,Random,N/A
1.35,-0.12,-0.03,-0.14,0.19,-72.55,-0.36,-17.45,-0.3,-0.01,0.95,1,0,39.99,,,,,,,Random,N/A
1.36,-0.16,-0.06,-0.12,0.2,-72.22,-0.72,-17.77,-0.31,-0.01,0.95,1,0,36.54,,,,,,,Random,N/A
1.37,-0.21,-0.06,-0.08,0.23,-72.65,-1.83,-17.24,-0.3,-0.03,0.95,1,0,34.61,,,,,,,Random,N/A
1.38,-0.23,-0.05,-0.06,0.25,-72.64,-2.22,-17.21,-0.3,-0.04,0.95,1,0,35.94,,,,,,,Random,N/A
1.39,-0.19,-0.05,0.02,0.19,-73.32,-1.13,-16.64,-0.29,-0.02,0.96,1,0,60.43,,,,,,,Random,N/A
1.4,-0.1,0.01,0.03,0.11,-75.04,-2.16,-14.79,-0.26,-0.04,0.97,1,0,65.88,,,,,,,Random,N/A
1.41,-0.11,-0.04,-0.04,0.13,-76.85,-3.63,-12.62,-0.22,-0.06,0.97,1,0,75.96,,,,,,,Random,N/A
