Time,ForceX,ForceY,ForceZ,ForceRez,YawG,PitchG,RollG,AccelX,AccelY,AccelZ,AccRMS,RST,GyroRMS,,,,,,,Label,Technique
0.01,0.01,0.03,-0.04,0.05,-83.29,-5.77,-3.4,-0.06,-0.1,0.99,1,0,50.48,,,,,,,Random,N/A
0.02,0.01,0.04,-0.06,0.07,-84.02,-5.69,-1.82,-0.03,-0.1,0.99,1,0,51.4,,,,,,,Random,N/A
0.03,0,0.07,-0.11,0.13,-83,-6.96,-0.77,-0.01,-0.12,0.99,1,0,50.74,,,,,,,Random,N/A
0.04,0.01,0.07,-0.1,0.13,-81.76,-8.15,-1.2,-0.02,-0.14,0.99,1,0,47.94,,,,,,,Random,N/A
0.05,0.01,0.06,-0.08,0.1,-81.32,-8.55,-1.52,-0.03,-0.15,0.99,1,0,46.45,,,,,,,Random,N/A
0.06,0.01,0.07,-0.04,0.08,-80.48,-9.29,-2.05,-0.04,-0.16,0.99,1,0,42.21,,,,,,,Random,N/A
0.07,0,0.07,-0.02,0.07,-79.38,-10.21,-2.88,-0.05,-0.18,0.98,1,0,37.31,,,,,,,Random,N/A
0.08,0.01,0.05,-0.04,0.07,-78.64,-10.71,-3.76,-0.07,-0.19,0.98,1,0,31.19,,,,,,,Random,N/A
0.09,-0.02,0.01,-0.07,0.07,-78.52,-10.75,-3.97,-0.07,-0.19,0.98,1,0,29.68,,,,,,,Random,N/A
0.1,-0.01,0,-0.01,0.01,-77.66,-11.5,-4.42,-0.08,-0.2,0.98,1,0,28.27,,,,,,,Random,N/A
0.11,0.01,-0.01,0.01,0.02,-77.03,-12,-4.85,-0.08,-0.21,0.97,1,0,28.32,,,,,,,Random,N/A
0.12,0.02,-0.04,0.04,0.06,-76.86,-11.96,-5.36,-0.09,-0.21,0.97,1,0,26.94,,,,,,,Random,N/A
0.13,0.05,-0.01,0.03,0.06,-76.28,-12.34,-5.9,-0.1,-0.21,0.97,1,0,20.66,,,,,,,Random,N/A
0.14,0.07,0,0.03,0.07,-76.28,-12.23,-6.11,-0.11,-0.21,0.97,1,0,18.24,,,,,,,Random,N/A
0.15,0,0,-0.03,0.03,-76.29,-12.07,-6.4,-0.11,-0.21,0.97,1,0,13.86,,,,,,,Random,N/A
0.16,0.02,-0.01,0,0.03,-75.57,-12.76,-6.64,-0.12,-0.22,0.97,1,0,12.22,,,,,,,Random,N/A
0.17,0.05,-0.01,0.03,0.06,-75.39,-12.64,-7.21,-0.13,-0.22,0.97,1,0,12.76,,,,,,,Random,N/A
0.18,0.06,-0.01,-0.03,0.06,-75.52,-12.55,-7.1,-0.12,-0.22,0.97,1,0,14.51,,,,,,,Random,N/A
0.19,0.06,-0.01,0,0.06,-76,-12.05,-7.01,-0.12,-0.21,0.97,1,0,15.11,,,,,,,Random,N/A
0.2,0.05,0,-0.03,0.06,-76.49,-11.61,-6.82,-0.12,-0.2,0.97,1,0,16.74,,,,,,,Random,N/A
0.21,-0.05,-0.02,-0.08,0.09,-76.16,-11.65,-7.37,-0.13,-0.2,0.97,1,0,18.88,,,,,,,Random,N/A
0.22,-0.06,-0.01,-0.05,0.08,-75.97,-11.71,-7.61,-0.13,-0.2,0.97,1,0,20.52,,,,,,,Random,N/A
0.23,-0.07,0.06,0.05,0.11,-76.36,-10.83,-8.18,-0.14,-0.19,0.97,1,0,20.83,,,,,,,Random,N/A
0.24,-0.07,0.07,0.04,0.1,-76.32,-10.89,-8.19,-0.14,-0.19,0.97,1,0,20.7,,,,,,,Random,N/A
0.25,-0.04,0.07,0.01,0.08,-76.61,-10.29,-8.47,-0.15,-0.18,0.97,1,0,20.21,,,,,,,Random,N/A
0.26,-0.12,0.12,-0.05,0.18,-76.22,-10.3,-9.05,-0.16,-0.18,0.97,1,0,19.61,,,,,,,Random,N/A
0.27,-0.16,0.11,-0.03,0.2,-75.87,-10.46,-9.4,-0.16,-0.18,0.97,1,0,18.17,,,,,,,Random,N/A
0.28,-0.11,0.07,-0.06,0.14,-76.04,-10.04,-9.6,-0.17,-0.17,0.97,1,0,14.88,,,,,,,Random,N/A
0.29,-0.1,0.1,-0.06,0.15,-76.39,-9.61,-9.55,-0.17,-0.17,0.97,1,0,13.57,,,,,,,Random,N/A
0.3,-0.07,0.09,-0.12,0.17,-76.82,-9.52,-9.02,-0.16,-0.17,0.97,1,0,10.71,,,,,,,Random,N/A
0.31,-0.01,0.06,-0.13,0.14,-77.35,-9.15,-8.65,-0.15,-0.16,0.98,1,0,9.09,,,,,,,Random,N/A
0.32,-0.06,0.03,-0.05,0.08,-77.4,-9.16,-8.59,-0.15,-0.16,0.98,1,0,8.75,,,,,,,Random,N/A
