Time,ForceX,ForceY,ForceZ,ForceRez,YawG,PitchG,RollG,AccelX,AccelY,AccelZ,AccRMS,RST,GyroRMS,,,,,,,Label,Technique
0.01,-0.03,-0.02,-0.05,0.06,-84.49,-2.7,-4.79,-0.08,-0.05,1,1,0,15.45,,,,,,,Random,N/A
0.02,-0.05,-0.03,-0.06,0.08,-84.38,-2.93,-4.79,-0.08,-0.05,1,1,0,14.94,,,,,,,Random,N/A
0.03,-0.06,-0.02,-0.06,0.09,-84.83,-2.13,-4.71,-0.08,-0.04,1,1,0,12.63,,,,,,,Random,N/A
0.04,-0.05,-0.03,-0.06,0.09,-85.22,-1.91,-4.38,-0.08,-0.03,1,1,0,9.43,,,,,,,Random,N/A
0.05,-0.11,-0.02,-0.07,0.13,-85.48,-1.63,-4.21,-0.07,-0.03,1,1,0,8.08,,,,,,,Random,N/A
0.06,-0.08,0.01,-0.05,0.1,-85.65,-1.58,-4.05,-0.07,-0.03,1,1,0,7.61,,,,,,,Random,N/A
0.07,-0.14,0.01,-0.05,0.15,-85.66,-1.47,-4.08,-0.07,-0.03,1,1,0,7.23,,,,,,,Random,N/A
0.08,-0.2,0.01,0.01,0.2,-85.48,-1.88,-4.11,-0.07,-0.03,1,1,0,7.04,,,,,,,Random,N/A
0.09,-0.12,0.01,0,0.12,-85.15,-2.35,-4.24,-0.07,-0.04,1,1,0,7.25,,,,,,,Random,N/A
0.1,-0.15,-0.01,-0.02,0.15,-84.73,-2.65,-4.56,-0.08,-0.05,1,1,0,6.98,,,,,,,Random,N/A
0.11,-0.12,0.02,-0.04,0.12,-84.42,-3.12,-4.63,-0.08,-0.05,1,1,0,5.95,,,,,,,Random,N/A
0.12,-0.2,0.02,0,0.2,-84,-3.69,-4.73,-0.08,-0.06,0.99,1,0,4.33,,,,,,,Random,N/A
0.13,-0.17,0.01,-0.03,0.18,-83.97,-3.48,-4.93,-0.09,-0.06,0.99,1,0,3.86,,,,,,,Random,N/A
0.14,-0.16,-0.04,-0.01,0.17,-84.16,-2.84,-5.1,-0.09,-0.05,0.99,1,0,4.88,,,,,,,Random,N/A
0.15,-0.17,-0.01,0.03,0.17,-84.51,-2.92,-4.64,-0.08,-0.05,1,1,0,4.04,,,,,,,Random,N/A
0.16,-0.09,0.03,0.04,0.11,-84.76,-2.74,-4.46,-0.08,-0.05,1,1,0,3.59,,,,,,,Random,N/A
0.17,-0.13,0.05,0.03,0.14,-85.03,-2.62,-4.22,-0.07,-0.05,1,1,0,2.82,,,,,,,Random,N/A
0.18,-0.1,0.08,0.09,0.16,-85.01,-2.85,-4.1,-0.07,-0.05,1,1,0,1.77,,,,,,,Random,N/A
0.19,-0.05,0.05,0.05,0.09,-84.42,-3.3,-4.5,-0.08,-0.06,1,1,0,2.37,,,,,,,Random,N/A
0.2,0.01,0.02,0.04,0.05,-84.13,-3.31,-4.85,-0.08,-0.06,0.99,1,0,2.91,,,,,,,Random,N/A
0.21,-0.01,0.04,0.04,0.06,-83.87,-3.31,-5.15,-0.09,-0.06,0.99,1,0,3.28,,,,,,,Random,N/A
0.22,-0.07,0.05,0.07,0.11,-83.57,-3.1,-5.63,-0.1,-0.05,0.99,1,0,3.76,,,,,,,Random,N/A
0.23,-0.04,0.04,0.09,0.1,-83.32,-3.09,-5.91,-0.1,-0.05,0.99,1,0,3.61,,,,,,,Random,N/A
0.24,-0.04,0.03,0.07,0.08,-83.55,-3.22,-5.58,-0.1,-0.06,0.99,1,0,3.04,,,,,,,Random,N/A
0.25,-0.05,0.02,0.02,0.06,-83.88,-3.09,-5.27,-0.09,-0.05,0.99,1,0,3.13,,,,,,,Random,N/A
0.26,-0.03,0.04,0,0.05,-84.2,-2.82,-5.06,-0.09,-0.05,0.99,1,0,3.17,,,,,,,Random,N/A
0.27,-0.09,0.06,0.02,0.1,-84.19,-3.04,-4.94,-0.09,-0.05,0.99,1,0,3.58,,,,,,,Random,N/A
0.28,-0.13,0.04,0.03,0.14,-83.88,-3.24,-5.18,-0.09,-0.06,0.99,1,0,4.66,,,,,,,Random,N/A
0.29,-0.16,0.06,0.03,0.17,-83.56,-3.34,-5.5,-0.1,-0.06,0.99,1,0,5.49,,,,,,,Random,N/A
0.3,-0.13,0.02,0.03,0.14,-83.25,-3.28,-5.9,-0.1,-0.06,0.99,1,0,6,,,,,,,Random,N/A
0.31,-0.16,0.03,0.05,0.17,-83.38,-3.07,-5.86,-0.1,-0.05,0.99,1,0,6.34,,,,,,,Random,N/A
0.32,-0.2,0.02,0.04,0.2,-83.47,-2.91,-5.84,-0.1,-0.05,0.99,1,0,5.96,,,,,,,Random,N/A
0.33,-0.23,-0.03,0.02,0.23,-83.56,-2.99,-5.7,-0.1,-0.05,0.99,1,0,4.78,,,,,,,Random,N/A
0.34,-0.21,-0.03,0.06,0.22,-83.98,-3.08,-5.17,-0.09,-0.05,0.99,1,0,3.48,,,,,,,Random,N/A
0.35,-0.16,-0.05,0.01,0.17,-84.44,-2.85,-4.77,-0.08,-0.05,1,1,0,3.69,,,,,,,Random,N/A
0.36,-0.09,-0.05,-0.01,0.1,-84.72,-2.81,-4.46,-0.08,-0.05,1,1,0,4.55,,,,,,,Random,N/A
0.37,-0.03,-0.05,-0.06,0.08,-84.77,-2.99,-4.29,-0.07,-0.05,1,1,0,4.32,,,,,,,Random,N/A
0.38,-0.02,0.01,-0.09,0.09,-84.87,-3.28,-3.93,-0.07,-0.06,1,1,0,2.66,,,,,,,Random,N/A
0.39,0.02,-0.01,-0.1,0.1,-84.73,-3.42,-4.01,-0.07,-0.06,1,1,0,1.02,,,,,,,Random,N/A
0.4,0.08,0,-0.17,0.19,-84.62,-3.47,-4.11,-0.07,-0.06,1,1,0,1.2,,,,,,,Random,N/A
0.41,0.09,0.09,-0.11,0.17,-84.62,-3.5,-4.08,-0.07,-0.06,1,1,0,1.59,,,,,,,Random,N/A
0.42,-0.01,0.03,-0.11,0.12,-84.64,-3.61,-3.96,-0.07,-0.06,1,1,0,1.72,,,,,,,Random,N/A
0.43,-0.03,0.07,-0.12,0.14,-84.62,-3.37,-4.18,-0.07,-0.06,1,1,0,1.87,,,,,,,Random,N/A
0.44,-0.09,0.08,-0.15,0.19,-84.68,-3.3,-4.17,-0.07,-0.06,1,1,0,1.99,,,,,,,Random,N/A
0.45,-0.05,0.02,-0.23,0.24,-84.65,-3.36,-4.17,-0.07,-0.06,1,1,0,1.99,,,,,,,Random,N/A
0.46,-0.06,0.02,-0.24,0.24,-84.44,-3.47,-4.34,-0.08,-0.06,1,1,0,2.42,,,,,,,Random,N/A
0.47,-0.08,0,-0.18,0.19,-84.23,-3.52,-4.56,-0.08,-0.06,0.99,1,0,3.13,,,,,,,Random,N/A
0.48,-0.06,-0.1,-0.13,0.18,-84.03,-3.5,-4.83,-0.08,-0.06,0.99,1,0,3.88,,,,,,,Random,N/A
0.49,-0.05,-0.11,-0.19,0.22,-83.93,-3.61,-4.88,-0.09,-0.06,0.99,1,0,4.47,,,,,,,Random,N/A
0.5,0.01,-0.1,-0.11,0.15,-84.08,-3.27,-4.93,-0.09,-0.06,0.99,1,0,5.19,,,,,,,Random,N/A
0.51,0.05,-0.1,-0.06,0.13,-84.36,-3.1,-4.71,-0.08,-0.05,1,1,0,5.6,,,,,,,Random,N/A
0.52,0.04,-0.08,-0.13,0.16,-84.57,-2.98,-4.54,-0.08,-0.05,1,1,0,4.92,,,,,,,Random,N/A
0.53,-0.02,-0.1,-0.03,0.11,-84.72,-3.04,-4.31,-0.08,-0.05,1,1,0,4.01,,,,,,,Random,N/A
0.54,0,-0.12,-0.07,0.14,-85.08,-2.62,-4.16,-0.07,-0.05,1,1,0,3.55,,,,,,,Random,N/A
0.55,-0.06,-0.08,-0.09,0.14,-85.09,-2.62,-4.15,-0.07,-0.05,1,1,0,3.16,,,,,,,Random,N/A
0.56,-0.05,-0.02,-0.09,0.1,-84.93,-2.84,-4.2,-0.07,-0.05,1,1,0,2.8,,,,,,,Random,N/A
0.57,-0.06,-0.04,-0.06,0.1,-84.48,-3.06,-4.59,-0.08,-0.05,1,1,0,2.54,,,,,,,Random,N/A
0.58,-0.05,-0.02,-0.06,0.08,-84.41,-2.94,-4.75,-0.08,-0.05,1,1,0,2.71,,,,,,,Random,N/A
0.59,-0.05,-0.05,-0.08,0.11,-84.13,-3.07,-5,-0.09,-0.05,0.99,1,0,2.96,,,,,,,Random,N/A
0.6,-0.02,0,-0.04,0.04,-84.05,-3.06,-5.1,-0.09,-0.05,0.99,1,0,2.91,,,,,,,Random,N/A
0.61,-0.07,0.02,-0.04,0.08,-84.14,-3.02,-5.02,-0.09,-0.05,0.99,1,0,2.76,,,,,,,Random,N/A
0.62,-0.04,0.02,-0.04,0.06,-84.23,-2.92,-4.98,-0.09,-0.05,0.99,1,0,2.33,,,,,,,Random,N/A
0.63,-0.03,0.03,-0.01,0.05,-84.23,-2.8,-5.04,-0.09,-0.05,0.99,1,0,2.12,,,,,,,Random,N/A
0.64,-0.05,0.03,-0.04,0.07,-84.31,-2.75,-4.98,-0.09,-0.05,1,1,0,1.98,,,,,,,Random,N/A
0.65,-0.02,0.03,-0.07,0.08,-84.23,-2.76,-5.06,-0.09,-0.05,0.99,1,0,1.94,,,,,,,Random,N/A
0.66,-0.07,0.01,-0.04,0.08,-83.78,-2.87,-5.52,-0.1,-0.05,0.99,1,0,1.98,,,,,,,Random,N/A
0.67,-0.1,0,-0.02,0.11,-83.52,-3.21,-5.62,-0.1,-0.06,0.99,1,0,1.9,,,,,,,Random,N/A
0.68,-0.11,0.02,-0.04,0.12,-83.36,-2.92,-5.96,-0.1,-0.05,0.99,1,0,1.25,,,,,,,Random,N/A
0.69,-0.07,0.06,-0.09,0.12,-83.31,-3.03,-5.96,-0.1,-0.05,0.99,1,0,0.79,,,,,,,Random,N/A
0.7,-0.07,0.05,-0.09,0.12,-83.47,-3.03,-5.78,-0.1,-0.05,0.99,1,0,0.94,,,,,,,Random,N/A
0.71,-0.11,0.05,-0.06,0.13,-83.67,-3.03,-5.55,-0.1,-0.05,0.99,1,0,1.77,,,,,,,Random,N/A
0.72,-0.1,0.05,-0.02,0.11,-83.89,-3.16,-5.23,-0.09,-0.06,0.99,1,0,2.81,,,,,,,Random,N/A
0.73,-0.09,0.03,-0.04,0.1,-84.16,-3.17,-4.9,-0.09,-0.06,0.99,1,0,3.82,,,,,,,Random,N/A
0.74,-0.02,0.03,-0.09,0.1,-84.42,-3.22,-4.55,-0.08,-0.06,1,1,0,4.39,,,,,,,Random,N/A
0.75,0,0.05,-0.08,0.1,-84.6,-3.23,-4.33,-0.08,-0.06,1,1,0,4.77,,,,,,,Random,N/A
0.76,-0.03,0.05,-0.05,0.08,-84.49,-3.24,-4.46,-0.08,-0.06,1,1,0,4.6,,,,,,,Random,N/A
0.77,0.04,0.07,0,0.08,-84.66,-3.18,-4.28,-0.07,-0.06,1,1,0,4.75,,,,,,,Random,N/A
0.78,0.01,0.11,-0.01,0.11,-84.8,-3.18,-4.11,-0.07,-0.06,1,1,0,4.52,,,,,,,Random,N/A
0.79,0.1,0.12,0.02,0.16,-84.75,-3.25,-4.12,-0.07,-0.06,1,1,0,4.28,,,,,,,Random,N/A
0.8,0.17,0.12,0.03,0.22,-84.69,-3.32,-4.14,-0.07,-0.06,1,1,0,3.99,,,,,,,Random,N/A
0.81,0.09,0.15,0.03,0.18,-84.53,-3.1,-4.51,-0.08,-0.05,1,1,0,4.46,,,,,,,Random,N/A
0.82,0.05,0.17,-0.01,0.17,-84.48,-2.92,-4.68,-0.08,-0.05,1,1,0,5.55,,,,,,,Random,N/A
0.83,0.04,0.11,0.02,0.12,-84.24,-3.27,-4.73,-0.08,-0.06,0.99,1,0,6.85,,,,,,,Random,N/A
0.84,0.01,0.1,0.04,0.11,-84.04,-3.28,-4.98,-0.09,-0.06,0.99,1,0,7.98,,,,,,,Random,N/A
0.85,-0.05,0.04,-0.05,0.09,-83.47,-3.44,-5.54,-0.1,-0.06,0.99,1,0,9.02,,,,,,,Random,N/A
0.86,-0.05,0.05,-0.1,0.12,-82.63,-3.91,-6.25,-0.11,-0.07,0.99,1,0,10.78,,,,,,,Random,N/A
0.87,-0.13,0.02,-0.1,0.17,-81.83,-4.52,-6.79,-0.12,-0.08,0.99,1,0,14.12,,,,,,,Random,N/A
0.88,-0.18,0.04,-0.13,0.22,-81.01,-4.98,-7.46,-0.13,-0.09,0.99,1,0,19.51,,,,,,,Random,N/A
0.89,-0.16,-0.01,-0.07,0.17,-80.65,-5.16,-7.78,-0.14,-0.09,0.99,1,0,25.87,,,,,,,Random,N/A
0.9,-0.14,-0.03,-0.05,0.15,-81.11,-3.27,-8.26,-0.14,-0.06,0.99,1,0,35.4,,,,,,,Random,N/A
0.91,-0.04,-0.09,-0.06,0.11,-81.6,-2.78,-7.92,-0.14,-0.05,0.99,1,0,58.06,,,,,,,Random,N/A
0.92,0.02,-0.13,-0.08,0.16,-82.07,-4.78,-6.32,-0.11,-0.08,0.99,1,0,85.07,,,,,,,Random,N/A
0.93,0.01,-0.13,0.01,0.14,-82.76,-4.66,-5.54,-0.1,-0.08,0.99,1,0,107.38,,,,,,,Random,N/A
0.94,-0.04,-0.17,0.04,0.18,-85.22,-2.69,-3.94,-0.07,-0.05,1,1,0,125.59,,,,,,,Random,N/A
0.95,-0.02,-0.13,-0.03,0.14,-87.29,-0.6,-2.65,-0.05,-0.01,1,1,0,136.52,,,,,,,Random,N/A
0.96,0.04,-0.12,-0.04,0.14,-89,0.6,-0.8,-0.01,0.01,1,1,0,140.3,,,,,,,Random,N/A
