Time,ForceX,ForceY,ForceZ,ForceRez,YawG,PitchG,RollG,AccelX,AccelY,AccelZ,AccRMS,RST,GyroRMS,,,,,,,Label,Technique
0.01,-0.01,0.5,-0.02,0.5,-0.115,0.286,0.172,-0.085,-0.364,0.927,1,0,92.16,,,,,,,Random,N/A
0.02,0,0.49,-0.04,0.49,-0.172,0.974,0.573,-0.044,-0.29,0.956,1,0,54.13,,,,,,,Random,N/A
0.03,0,0.51,-0.07,0.51,-0.115,1.203,0.859,-0.033,-0.283,0.959,1,0,37.25,,,,,,,Random,N/A
0.04,-0.01,0.52,-0.08,0.52,0.115,1.375,0.974,-0.035,-0.274,0.961,1,0,30.68,,,,,,,Random,N/A
0.05,-0.01,0.52,-0.1,0.53,0.401,1.432,0.917,-0.034,-0.276,0.961,1,0,34.78,,,,,,,Random,N/A
0.06,-0.02,0.52,-0.12,0.54,0.745,1.318,0.745,-0.026,-0.241,0.97,1,0,39.47,,,,,,,Random,N/A
0.07,-0.02,0.52,-0.13,0.54,1.089,1.203,0.516,-0.016,-0.228,0.974,1,0,40.18,,,,,,,Random,N/A
0.08,-0.03,0.52,-0.15,0.54,1.432,1.031,0.286,-0.003,-0.23,0.973,1,0,36.22,,,,,,,Random,N/A
0.09,-0.04,0.52,-0.15,0.54,1.719,0.917,0.057,-0.005,-0.265,0.964,1,0,28.48,,,,,,,Random,N/A
0.1,-0.04,0.52,-0.17,0.54,1.948,0.859,-0.115,-0.02,-0.282,0.959,1,0,19.06,,,,,,,Random,N/A
0.11,-0.05,0.52,-0.18,0.55,2.12,0.859,-0.344,-0.033,-0.289,0.957,1,0,10.88,,,,,,,Random,N/A
0.12,-0.05,0.52,-0.19,0.56,2.177,0.859,-0.458,-0.051,-0.305,0.951,1,0,4.84,,,,,,,Random,N/A
0.13,-0.05,0.51,-0.19,0.55,2.235,0.917,-0.63,-0.067,-0.305,0.95,1,0,3.68,,,,,,,Random,N/A
0.14,-0.06,0.52,-0.18,0.55,2.235,0.974,-0.688,-0.081,-0.301,0.95,1,0,6.75,,,,,,,Random,N/A
0.15,-0.06,0.51,-0.19,0.55,2.177,1.089,-0.802,-0.087,-0.288,0.954,1,0,9.64,,,,,,,Random,N/A
0.16,-0.06,0.5,-0.19,0.54,2.177,1.146,-0.802,-0.085,-0.278,0.957,1,0,11.58,,,,,,,Random,N/A
0.17,-0.07,0.5,-0.18,0.53,2.12,1.261,-0.859,-0.085,-0.269,0.959,1,0,13.37,,,,,,,Random,N/A
0.18,-0.07,0.49,-0.17,0.52,2.12,1.375,-0.859,-0.098,-0.257,0.961,1,0,15.51,,,,,,,Random,N/A
0.19,-0.07,0.49,-0.18,0.52,2.177,1.547,-0.859,-0.117,-0.245,0.963,1,0,16.64,,,,,,,Random,N/A
0.2,-0.07,0.49,-0.17,0.52,2.177,1.719,-0.859,-0.12,-0.236,0.964,1,0,16.26,,,,,,,Random,N/A
0.21,-0.08,0.49,-0.19,0.53,2.235,1.891,-0.859,-0.122,-0.231,0.965,1,0,15.42,,,,,,,Random,N/A
0.22,-0.08,0.49,-0.19,0.53,2.292,2.063,-0.859,-0.129,-0.22,0.967,1,0,13.6,,,,,,,Random,N/A
