Time,ForceX,ForceY,ForceZ,ForceRez,YawG,PitchG,RollG,AccelX,AccelY,AccelZ,AccRMS,RST,GyroRMS,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Label,Technique
0.12,0,0.44,0.07,0.45,-0.229,-0.344,0.63,-0.204,-0.152,0.967,1,0,39.85,22.797,26.489,-19.157,0.012,0.089,-0.008,Random,N/A
0.13,0,0.46,0.04,0.46,-0.401,-0.172,0.974,-0.202,-0.115,0.973,1,0,42.06,28.625,26.527,-15.671,0.012,0.089,-0.008,Random,N/A
0.14,0.03,0.46,0.04,0.46,-0.573,0.057,1.318,-0.164,-0.065,0.984,1,0,39.56,30.075,22.499,-12.413,0.012,0.089,-0.008,Random,N/A
0.15,0.02,0.45,0.02,0.45,-0.688,0.344,1.662,-0.13,-0.09,0.987,1,0,33.73,29.343,12.07,-11.436,0.012,0.089,-0.008,Random,N/A
0.16,0.03,0.47,0.02,0.47,-0.802,0.516,1.833,-0.198,-0.081,0.977,1,0,26.09,23.972,5.096,-8.949,0.012,0.089,-0.008,Random,N/A
0.17,0.01,0.47,0,0.47,-0.859,0.688,1.948,-0.233,-0.064,0.97,1,0,16.11,14.45,-3.868,-5.974,0.012,0.089,-0.008,Random,N/A
0.18,-0.03,0.53,-0.03,0.53,-0.917,0.745,2.005,-0.196,-0.1,0.975,1,0,11.65,5.409,-9.575,-3.838,0.012,0.089,-0.008,Random,N/A
0.19,0,0.51,-0.07,0.52,-0.974,0.688,2.005,-0.196,-0.116,0.974,1,0,15.45,-0.443,-15.35,-1.656,0.012,0.089,-0.008,Random,N/A
0.2,-0.02,0.54,-0.12,0.55,-0.974,0.63,1.891,-0.2,-0.063,0.978,1,0,17.87,-3.502,-17.517,-0.252,0.012,0.089,-0.008,Random,N/A
0.21,-0.05,0.59,-0.18,0.62,-0.974,0.573,1.833,-0.23,-0.087,0.969,1,0,13.77,-2.831,-13.123,-3.059,0.012,0.089,-0.008,Random,N/A
0.22,-0.04,0.59,-0.17,0.62,-1.031,0.458,1.833,-0.221,-0.072,0.973,1,0,11.15,-1.907,-3.723,-10.338,0.012,0.092,-0.011,Random,N/A
0.23,-0.02,0.63,-0.16,0.65,-1.146,0.401,1.948,-0.24,-0.119,0.963,1,0,15.65,-3.166,7.21,-13.527,0.012,0.092,-0.011,Random,N/A
0.24,-0.02,0.64,-0.2,0.67,-1.318,0.286,2.12,-0.263,-0.1,0.96,1,0,14.39,-7.217,9.422,-8.141,0.012,0.092,-0.011,Random,N/A
0.25,0.05,0.66,-0.21,0.7,-1.318,0.172,2.292,-0.24,-0.099,0.966,1,0,13.53,-13.367,1.053,1.793,0.012,0.092,-0.011,Random,N/A
0.26,0.07,0.65,-0.23,0.7,-1.318,-0.057,2.406,-0.115,-0.108,0.988,1,0,18.83,-15.48,-0.168,10.719,0.012,0.092,-0.011,Random,N/A
0.27,0.09,0.7,-0.2,0.73,-1.203,-0.286,2.464,-0.16,-0.125,0.979,1,0,15.51,-10.605,3.693,10.704,0.012,0.092,-0.011,Random,N/A
0.28,0.09,0.66,-0.23,0.71,-1.089,-0.458,2.578,-0.238,-0.103,0.966,1,0,11.29,-6.836,7.568,4.845,0.012,0.092,-0.011,Random,N/A
0.29,0.1,0.66,-0.22,0.7,-1.031,-0.516,2.807,-0.251,-0.087,0.964,1,0,12.33,-5.867,9.3,5.569,0.012,0.092,-0.011,Random,N/A
0.3,0.11,0.67,-0.18,0.7,-0.974,-0.63,3.037,-0.201,-0.049,0.978,1,0,17.28,-5.234,13.336,9.659,0.012,0.092,-0.011,Random,N/A
0.31,0.11,0.63,-0.11,0.65,-0.917,-0.688,3.209,-0.195,-0.13,0.972,1,0,13.53,-0.755,8.43,10.551,0.012,0.092,-0.011,Random,N/A
0.32,0.09,0.64,-0.14,0.66,-0.802,-0.802,3.38,-0.245,-0.101,0.964,1,0,6.97,1.572,-4.211,5.333,0.012,0.092,-0.011,Random,N/A
0.33,0.1,0.57,-0.14,0.6,-0.802,-0.802,3.438,-0.049,-0.057,0.997,1,0,3.3,2.762,-0.542,-1.717,0.012,0.092,-0.011,Random,N/A
0.34,0.09,0.58,-0.11,0.6,-0.802,-0.917,3.438,-0.139,-0.134,0.981,1,0,10.16,7.454,5.173,-4.562,0.012,0.092,-0.014,Random,N/A
0.35,0.07,0.59,-0.11,0.6,-0.859,-0.859,3.552,-0.205,-0.036,0.978,1,0,13.37,12.07,-4.631,-3.403,0.012,0.092,-0.014,Random,N/A
0.36,0.06,0.55,-0.05,0.56,-0.917,-0.802,3.552,-0.235,-0.142,0.962,1,0,14.04,13.306,-4.211,-1.495,0.012,0.092,-0.014,Random,N/A
0.37,0.03,0.51,-0.11,0.52,-0.917,-0.745,3.667,-0.212,-0.1,0.972,1,0,14.85,11.932,7.362,-4.883,0.012,0.092,-0.014,Random,N/A
0.38,0.02,0.49,-0.14,0.51,-0.974,-0.688,3.839,-0.198,-0.067,0.978,1,0,18.94,10.757,11.627,-10.391,0.012,0.092,-0.014,Random,N/A
0.39,0.01,0.46,-0.15,0.48,-1.089,-0.63,4.068,-0.228,-0.113,0.967,1,0,17.14,10.3,10.902,-8.301,0.012,0.092,-0.014,Random,N/A
0.4,-0.01,0.47,-0.14,0.49,-1.146,-0.63,4.24,-0.23,-0.081,0.97,1,0,7.74,7.454,2.068,-0.114,0.012,0.092,-0.014,Random,N/A
0.41,-0.03,0.5,-0.18,0.53,-1.146,-0.573,4.354,-0.219,-0.061,0.974,1,0,9.35,2.113,-1.724,8.942,0.012,0.092,-0.014,Random,N/A
0.42,-0.01,0.49,-0.16,0.52,-1.031,-0.63,4.412,-0.214,-0.064,0.975,1,0,16.82,-3.052,-5.592,15.564,0.012,0.092,-0.014,Random,N/A
0.43,-0.04,0.53,-0.17,0.56,-0.859,-0.688,4.469,-0.215,0.071,0.974,1,0,19.48,-5.424,-8.331,16.747,0.012,0.092,-0.014,Random,N/A
0.44,-0.06,0.53,-0.23,0.58,-0.688,-0.63,4.469,-0.186,-0.171,0.967,1,0,23.66,2.647,-11.848,20.309,0.012,0.092,-0.014,Random,N/A
0.45,-0.1,0.58,-0.24,0.63,-0.516,-0.688,4.469,-0.241,-0.137,0.961,1,0,16.43,1.526,0.465,16.35,0.012,0.092,-0.014,Random,N/A
0.46,-0.07,0.6,-0.25,0.66,-0.344,-0.745,4.584,-0.218,-0.063,0.974,1,0,14.47,5.066,13.519,-0.961,-0.005,0.089,-0.018,Random,N/A
0.47,-0.01,0.62,-0.26,0.67,-0.401,-0.688,4.87,-0.196,-0.073,0.978,1,0,40.96,11.841,35.767,-16.06,-0.005,0.089,-0.018,Random,N/A
0.48,0.04,0.58,-0.24,0.63,-0.573,-0.63,5.386,-0.19,-0.083,0.978,1,0,47.26,20.271,38.727,-17.975,-0.005,0.089,-0.018,Random,N/A
0.49,0.06,0.62,-0.26,0.67,-0.802,-0.516,5.844,-0.238,-0.126,0.963,1,0,46.33,19.363,40.276,-12.23,-0.005,0.089,-0.018,Random,N/A
0.5,0.11,0.61,-0.29,0.69,-0.917,-0.401,6.36,-0.253,-0.033,0.967,1,0,39.8,12.169,35.881,-12.192,-0.005,0.089,-0.018,Random,N/A
0.51,0.13,0.58,-0.27,0.65,-1.031,-0.344,6.761,-0.241,-0.077,0.967,1,0,32.37,8.064,29.144,-11.551,-0.005,0.089,-0.018,Random,N/A
0.52,0.14,0.53,-0.36,0.66,-1.146,-0.286,7.162,-0.297,-0.003,0.955,1,0,21.94,2.38,20.958,-6.027,-0.005,0.089,-0.018,Random,N/A
0.53,0.15,0.54,-0.4,0.69,-1.203,-0.286,7.391,-0.267,-0.057,0.962,1,0,7.15,0.351,-3.891,5.989,-0.005,0.089,-0.018,Random,N/A
0.54,0.16,0.54,-0.38,0.68,-1.089,-0.344,7.448,-0.272,-0.065,0.96,1,0,13.94,-3.326,-7.568,11.223,-0.005,0.089,-0.018,Random,N/A
0.55,0.16,0.55,-0.39,0.69,-0.974,-0.401,7.506,-0.262,0.002,0.965,1,0,6.96,-3.54,0.175,5.989,-0.005,0.089,-0.018,Random,N/A
0.56,0.14,0.5,-0.43,0.67,-0.974,-0.458,7.62,-0.266,-0.087,0.96,1,0,3.16,-1.999,2.365,-0.626,-0.005,0.089,-0.018,Random,N/A
0.57,0.13,0.45,-0.38,0.61,-0.974,-0.516,7.85,-0.281,-0.084,0.956,1,0,17,-2.617,15.892,-5.44,-0.005,0.089,-0.018,Random,N/A
0.58,0.05,0.51,-0.35,0.62,-1.089,-0.63,8.079,-0.238,-0.121,0.964,1,0,22.94,1.053,21.431,-8.11,-0.005,0.089,-0.018,Random,N/A
0.59,0.04,0.49,-0.32,0.59,-1.146,-0.688,8.365,-0.276,-0.083,0.957,1,0,32.1,4.265,30.365,-9.483,-0.002,0.11,-0.024,Random,N/A
0.6,0,0.4,-0.33,0.52,-1.261,-0.688,8.824,-0.294,-0.021,0.955,1,0,37.58,3.868,35.858,-10.559,-0.002,0.11,-0.024,Random,N/A
0.61,0,0.39,-0.31,0.5,-1.375,-0.688,9.282,-0.264,0.033,0.964,1,0,31.35,2.106,30.495,-6.973,-0.002,0.11,-0.024,Random,N/A
0.62,-0.02,0.47,-0.25,0.53,-1.432,-0.63,9.683,-0.329,0.007,0.944,1,0,24.33,1.381,24.277,0.885,-0.002,0.11,-0.024,Random,N/A
0.63,-0.06,0.51,-0.26,0.58,-1.432,-0.63,10.027,-0.293,0.021,0.956,1,0,18.61,3.288,18.12,2.686,-0.002,0.11,-0.024,Random,N/A
0.64,-0.08,0.49,-0.23,0.55,-1.375,-0.516,10.313,-0.291,0.063,0.955,1,0,22.95,8.713,21.217,-0.885,-0.002,0.11,-0.024,Random,N/A
0.65,-0.07,0.47,-0.21,0.52,-1.375,-0.344,10.657,-0.328,0.113,0.938,1,0,27.54,12.856,23.491,-6.439,-0.002,0.11,-0.024,Random,N/A
0.66,-0.05,0.51,-0.2,0.55,-1.49,-0.172,10.943,-0.339,0.141,0.93,1,0,28.45,14.191,22.209,-10.719,-0.002,0.11,-0.024,Random,N/A
0.67,-0.08,0.59,-0.24,0.65,-1.547,0.057,11.23,-0.334,0.149,0.931,1,0,24.66,13.443,16.182,-12.871,-0.002,0.11,-0.024,Random,N/A
0.68,-0.13,0.57,-0.32,0.67,-1.662,0.229,11.459,-0.338,0.155,0.928,1,0,18.41,10.628,7.751,-12.878,-0.002,0.11,-0.024,Random,N/A
0.69,-0.14,0.58,-0.34,0.69,-1.776,0.401,11.574,-0.383,0.116,0.916,1,0,16.82,8.667,-0.534,-14.404,-0.002,0.11,-0.024,Random,N/A
0.7,-0.12,0.64,-0.36,0.74,-1.948,0.458,11.688,-0.335,0.112,0.935,1,0,25.98,6.653,8.621,-23.59,-0.002,0.11,-0.024,Random,N/A
0.71,-0.11,0.64,-0.42,0.77,-2.235,0.573,11.918,-0.335,0.091,0.938,1,0,33.81,8.896,12.199,-30.251,-0.002,0.127,-0.038,Random,N/A
0.72,-0.1,0.62,-0.46,0.78,-2.521,0.688,12.147,-0.335,0.074,0.939,1,0,32.23,13.313,8.934,-27.954,-0.002,0.127,-0.038,Random,N/A
0.73,-0.14,0.53,-0.48,0.73,-2.75,0.802,12.319,-0.328,0.075,0.942,1,0,35.79,21.82,15.427,-23.811,-0.002,0.127,-0.038,Random,N/A
0.74,-0.1,0.54,-0.52,0.76,-2.979,1.031,12.605,-0.311,0.053,0.949,1,0,44.52,32.234,19.684,-23.575,-0.002,0.127,-0.038,Random,N/A
0.75,-0.12,0.56,-0.51,0.76,-3.209,1.432,12.949,-0.306,0.091,0.948,1,0,61.36,40.497,37.102,-27.351,-0.002,0.127,-0.038,Random,N/A
0.76,-0.12,0.52,-0.51,0.74,-3.495,1.833,13.465,-0.333,0.096,0.938,1,0,71.89,50.545,39.467,-32.486,-0.002,0.127,-0.038,Random,N/A
0.77,-0.07,0.47,-0.47,0.67,-3.839,2.349,13.98,-0.364,0.091,0.927,1,0,89.33,60.204,54.848,-36.713,-0.002,0.127,-0.038,Random,N/A
0.78,-0.08,0.42,-0.44,0.61,-4.183,2.922,14.725,-0.359,0.1,0.928,1,0,99.08,69.527,57.266,-41.283,-0.002,0.127,-0.038,Random,N/A
0.79,-0.09,0.42,-0.44,0.61,-4.584,3.552,15.413,-0.381,0.09,0.92,1,0,106.43,74.326,58.968,-48.218,-0.002,0.127,-0.038,Random,N/A
0.8,-0.1,0.48,-0.4,0.64,-5.042,4.24,16.157,-0.464,0.1,0.88,1,0,108.81,71.632,61.737,-53.833,-0.002,0.127,-0.038,Random,N/A
0.81,-0.13,0.46,-0.36,0.6,-5.558,4.813,16.845,-0.427,0.137,0.894,1,0,93.16,59.074,47.157,-54.459,-0.002,0.127,-0.038,Random,N/A
0.82,-0.16,0.41,-0.34,0.56,-6.073,5.214,17.418,-0.452,0.118,0.884,1,0,75.99,44.594,34.203,-51.147,-0.002,0.127,-0.038,Random,N/A
0.83,-0.11,0.46,-0.31,0.56,-6.532,5.5,17.876,-0.47,0.1,0.877,1,0,63.62,32.57,26.184,-47.974,-0.042,0.139,-0.043,Random,N/A
0.84,-0.12,0.45,-0.29,0.55,-6.99,5.672,18.277,-0.446,0.089,0.89,1,0,56.05,26.154,15.068,-47.234,-0.042,0.139,-0.043,Random,N/A
0.85,-0.12,0.42,-0.31,0.54,-7.506,5.787,18.564,-0.403,0.073,0.912,1,0,52.85,24.361,8.24,-46.173,-0.042,0.139,-0.043,Random,N/A
0.86,-0.14,0.42,-0.37,0.57,-7.964,5.787,18.736,-0.408,0.011,0.913,1,0,49.83,25.177,-7.98,-42.252,-0.042,0.139,-0.043,Random,N/A
0.87,-0.14,0.44,-0.41,0.62,-8.48,5.844,18.736,-0.551,-0.124,0.826,1,0,49.91,28.282,-13.504,-38.841,-0.042,0.139,-0.043,Random,N/A
0.88,-0.12,0.5,-0.4,0.65,-8.938,5.959,18.507,-0.159,0.119,0.98,1,0,76.65,30.792,-57.64,-40.054,-0.042,0.139,-0.043,Random,N/A
0.89,-0.09,0.47,-0.38,0.61,-9.397,6.073,17.991,-0.288,-0.102,0.952,1,0,57.67,40.382,-6.165,-40.71,-0.042,0.139,-0.043,Random,N/A
0.9,-0.1,0.42,-0.4,0.58,-9.855,6.303,18.048,-0.393,-0.202,0.897,1,0,64.97,52.002,5.608,-38.536,-0.042,0.139,-0.043,Random,N/A
0.91,-0.11,0.42,-0.42,0.6,-10.256,6.589,18.22,-0.346,-0.185,0.92,1,0,72.18,61.47,13.947,-35.179,-0.042,0.139,-0.043,Random,N/A
0.92,-0.11,0.43,-0.4,0.6,-10.657,6.99,18.449,-0.412,-0.145,0.9,1,0,77.54,67.177,22.209,-31.723,-0.042,0.139,-0.043,Random,N/A
0.93,-0.13,0.44,-0.39,0.6,-11.001,7.506,18.736,-0.414,-0.087,0.906,1,0,72.8,64.278,21.072,-26.917,-0.042,0.139,-0.043,Random,N/A
0.94,-0.16,0.43,-0.35,0.58,-11.23,7.907,18.965,-0.394,-0.052,0.918,1,0,58.74,56.419,-0.687,-16.342,-0.042,0.139,-0.043,Random,N/A
0.95,-0.17,0.43,-0.32,0.56,-11.402,8.308,19.022,-0.424,0.013,0.906,1,0,44.44,42.252,3.387,-13.336,-0.042,0.139,-0.043,Random,N/A
0.96,-0.19,0.42,-0.24,0.52,-11.574,8.537,19.137,-0.409,0.074,0.909,1,0,32.16,27.374,-1.381,-16.815,-0.038,0.146,-0.036,Random,N/A
0.97,-0.19,0.39,-0.25,0.5,-11.803,8.652,19.251,-0.398,0.079,0.914,1,0,23.74,9.727,-11.459,-18.379,-0.038,0.146,-0.036,Random,N/A
0.98,-0.16,0.39,-0.25,0.49,-12.032,8.537,19.194,-0.381,0.047,0.923,1,0,32.52,-7.759,-28.198,-14.229,-0.038,0.146,-0.036,Random,N/A
0.99,-0.16,0.37,-0.27,0.48,-12.261,8.251,18.965,-0.395,0.017,0.919,1,0,46.63,-18.99,-42.122,-6.287,-0.038,0.146,-0.036,Random,N/A
1,-0.16,0.38,-0.24,0.47,-12.376,7.907,18.564,-0.398,0.015,0.917,1,0,49.49,-21.431,-44.533,-2.525,-0.038,0.146,-0.036,Random,N/A
1.01,-0.05,0.39,-0.22,0.45,-12.548,7.62,18.22,-0.419,0.027,0.908,1,0,42.06,-14.465,-39.108,-5.524,-0.038,0.146,-0.036,Random,N/A
1.02,-0.06,0.45,-0.27,0.53,-12.662,7.391,17.934,-0.391,0.136,0.911,1,0,31.33,-1.289,-29.823,-9.521,-0.038,0.146,-0.036,Random,N/A
1.03,-0.07,0.42,-0.25,0.5,-12.834,7.334,17.762,-0.399,-0.054,0.915,1,0,38.79,20.042,-32.387,-7.362,-0.038,0.146,-0.036,Random,N/A
1.04,-0.04,0.45,-0.28,0.53,-12.949,7.506,17.647,-0.438,0.016,0.899,1,0,31.59,29.556,2.388,-10.88,-0.038,0.146,-0.036,Random,N/A
1.05,-0.04,0.48,-0.31,0.58,-13.121,7.678,17.762,-0.411,0.107,0.905,1,0,51.43,40.085,23.788,-21.736,-0.038,0.146,-0.036,Random,N/A
1.06,-0.07,0.51,-0.35,0.62,-13.35,8.079,18.277,-0.449,0.172,0.877,1,0,61.71,42.419,35.637,-27.168,-0.038,0.146,-0.036,Random,N/A
1.07,-0.02,0.55,-0.33,0.64,-13.522,8.365,18.678,-0.423,0.318,0.848,1,0,55.18,39.612,27.87,-26.428,-0.038,0.146,-0.036,Random,N/A
1.08,-0.05,0.61,-0.28,0.67,-13.751,8.766,19.022,-0.473,0.124,0.872,1,0,39.35,31.761,11.223,-20.348,-0.044,0.134,-0.038,Random,N/A
1.09,-0.03,0.64,-0.3,0.7,-13.923,8.995,19.251,-0.468,0.171,0.867,1,0,26,15.755,5.836,-19.844,-0.044,0.134,-0.038,Random,N/A
1.1,-0.03,0.65,-0.36,0.74,-14.095,9.053,19.423,-0.47,0.183,0.863,1,0,21.41,2.602,4.601,-20.744,-0.044,0.134,-0.038,Random,N/A
1.11,-0.11,0.65,-0.36,0.76,-14.324,8.995,19.652,-0.46,0.166,0.872,1,0,19.35,-6.836,-3.235,-17.807,-0.044,0.134,-0.038,Random,N/A
1.12,-0.12,0.65,-0.34,0.74,-14.496,8.881,19.71,-0.443,0.137,0.886,1,0,19.06,-9.407,-9.842,-13.336,-0.044,0.134,-0.038,Random,N/A
1.13,-0.09,0.56,-0.37,0.68,-14.668,8.709,19.71,-0.44,0.117,0.891,1,0,15.15,-5.684,-7.935,-11.589,-0.044,0.134,-0.038,Random,N/A
1.14,-0.08,0.53,-0.37,0.65,-14.782,8.652,19.767,-0.424,0.13,0.896,1,0,14.15,2.06,-4.021,-13.412,-0.044,0.134,-0.038,Random,N/A
1.15,-0.07,0.52,-0.41,0.66,-14.954,8.652,19.882,-0.402,0.135,0.906,1,0,18.82,10.574,1.762,-15.465,-0.044,0.134,-0.038,Random,N/A
1.16,-0.02,0.51,-0.39,0.65,-15.069,8.709,20.054,-0.407,0.154,0.9,1,0,25.97,18.242,6.561,-17.288,-0.044,0.134,-0.038,Random,N/A
1.17,-0.08,0.46,-0.4,0.62,-15.298,8.938,20.283,-0.402,0.158,0.902,1,0,33.84,25.169,10.857,-19.836,-0.044,0.134,-0.038,Random,N/A
1.18,-0.08,0.41,-0.45,0.61,-15.47,9.11,20.512,-0.392,0.157,0.906,1,0,42.77,31.311,16.563,-23.964,-0.044,0.134,-0.038,Random,N/A
1.19,-0.13,0.43,-0.47,0.65,-15.699,9.454,20.856,-0.382,0.171,0.908,1,0,49.05,35.927,20.638,-26.245,-0.044,0.134,-0.038,Random,N/A
1.2,-0.11,0.45,-0.43,0.63,-15.871,9.74,21.142,-0.377,0.186,0.907,1,0,50.09,36.224,21.721,-26.932,-0.054,0.155,-0.048,Random,N/A
1.21,-0.09,0.37,-0.44,0.58,-16.1,10.084,21.429,-0.385,0.187,0.904,1,0,45.9,31.166,20.096,-27.046,-0.054,0.155,-0.048,Random,N/A
1.22,-0.08,0.38,-0.44,0.59,-16.329,10.428,21.83,-0.388,0.174,0.905,1,0,39.35,22.133,18.631,-26.68,-0.054,0.155,-0.048,Random,N/A
1.23,-0.06,0.45,-0.44,0.63,-16.558,10.542,22.116,-0.401,0.167,0.901,1,0,29.29,10.498,15.511,-22.522,-0.054,0.155,-0.048,Random,N/A
1.24,-0.1,0.42,-0.47,0.64,-16.73,10.542,22.403,-0.375,0.172,0.911,1,0,20.3,-0.603,13.725,-14.938,-0.054,0.155,-0.048,Random,N/A
1.25,-0.1,0.42,-0.46,0.64,-16.845,10.428,22.46,-0.4,0.147,0.905,1,0,14.59,-5.066,10.704,-8.522,-0.054,0.155,-0.048,Random,N/A
1.26,-0.15,0.43,-0.4,0.61,-16.96,10.256,22.689,-0.417,0.143,0.898,1,0,10.53,-3.387,8.873,-4.555,-0.054,0.155,-0.048,Random,N/A
1.27,-0.11,0.42,-0.38,0.58,-17.017,10.199,22.861,-0.429,0.15,0.891,1,0,11.26,3.09,10.368,-3.128,-0.054,0.155,-0.048,Random,N/A
1.28,-0.13,0.41,-0.43,0.6,-17.017,10.256,23.148,-0.433,0.184,0.882,1,0,20.08,11.604,15.213,-6.096,-0.054,0.155,-0.048,Random,N/A
1.29,-0.1,0.38,-0.4,0.56,-17.017,10.428,23.377,-0.431,0.196,0.881,1,0,29.49,20.454,18.463,-10.506,-0.054,0.155,-0.048,Random,N/A
1.3,-0.08,0.34,-0.39,0.52,-17.074,10.772,23.663,-0.414,0.216,0.885,1,0,40.7,29.083,24.162,-15.053,-0.054,0.155,-0.048,Random,N/A
1.31,-0.14,0.37,-0.4,0.56,-17.131,11.058,23.95,-0.417,0.228,0.88,1,0,51.7,36.911,30.388,-19.669,-0.054,0.155,-0.048,Random,N/A
1.32,-0.11,0.37,-0.42,0.57,-17.303,11.574,24.408,-0.427,0.219,0.877,1,0,59.07,41.718,34.386,-23.811,-0.054,0.155,-0.048,Random,N/A
1.33,-0.07,0.37,-0.42,0.56,-17.418,11.975,24.752,-0.429,0.192,0.883,1,0,61.15,42.862,34.653,-26.474,-0.056,0.153,-0.04,Random,N/A
1.34,-0.06,0.37,-0.45,0.59,-17.59,12.319,25.21,-0.455,0.2,0.868,1,0,54.98,37.132,31.158,-25.955,-0.056,0.153,-0.04,Random,N/A
1.35,-0.05,0.4,-0.51,0.65,-17.819,12.662,25.726,-0.48,0.213,0.851,1,0,37.63,24.246,19.577,-21.095,-0.056,0.153,-0.04,Random,N/A
1.36,-0.05,0.37,-0.59,0.7,-17.934,12.777,25.955,-0.492,0.24,0.837,1,0,22.72,9.499,10.231,-17.929,-0.056,0.153,-0.04,Random,N/A
1.37,-0.04,0.47,-0.56,0.73,-18.105,12.834,26.184,-0.49,0.261,0.832,1,0,18.79,-3.51,0.587,-18.448,-0.056,0.153,-0.04,Random,N/A
1.38,-0.02,0.45,-0.52,0.69,-18.22,12.834,26.299,-0.49,0.264,0.831,1,0,24.8,-12.672,-8.667,-19.478,-0.056,0.153,-0.04,Random,N/A
1.39,-0.05,0.4,-0.51,0.65,-18.449,12.662,26.241,-0.476,0.235,0.848,1,0,28.45,-13.527,-14.694,-20.264,-0.056,0.153,-0.04,Random,N/A
1.4,-0.08,0.4,-0.52,0.66,-18.678,12.49,26.241,-0.474,0.21,0.855,1,0,26.4,-4.517,-13.519,-22.217,-0.056,0.153,-0.04,Random,N/A
1.41,-0.02,0.36,-0.5,0.62,-18.965,12.433,26.299,-0.473,0.199,0.858,1,0,28.7,11.131,-5.203,-25.94,-0.056,0.153,-0.04,Random,N/A
1.42,-0.03,0.36,-0.48,0.6,-19.194,12.49,26.413,-0.453,0.21,0.867,1,0,41.24,27.054,4.913,-30.731,-0.056,0.153,-0.04,Random,N/A
1.43,-0.06,0.36,-0.5,0.62,-19.538,12.834,26.585,-0.433,0.218,0.874,1,0,52.2,38.002,9.949,-34.378,-0.056,0.153,-0.04,Random,N/A
1.44,-0.06,0.36,-0.48,0.6,-19.767,13.063,26.643,-0.417,0.191,0.889,1,0,55.28,42.526,8.675,-34.233,-0.056,0.153,-0.04,Random,N/A
1.45,-0.05,0.32,-0.46,0.56,-20.168,13.293,26.7,-0.442,0.205,0.873,1,0,49.77,39.291,2.167,-30.464,-0.059,0.174,-0.043,Random,N/A
1.46,-0.07,0.33,-0.39,0.52,-20.569,13.522,26.814,-0.464,0.197,0.864,1,0,40.72,32.227,-0.229,-24.895,-0.059,0.174,-0.043,Random,N/A
1.47,0,0.32,-0.44,0.55,-20.798,13.579,26.929,-0.484,0.189,0.854,1,0,31.33,22.636,-0.801,-21.645,-0.059,0.174,-0.043,Random,N/A
1.48,-0.05,0.34,-0.44,0.56,-21.085,13.636,27.044,-0.523,0.182,0.833,1,0,23.35,11.627,-3.021,-20.027,-0.059,0.174,-0.043,Random,N/A
1.49,-0.01,0.36,-0.46,0.59,-21.257,13.579,27.158,-0.527,0.172,0.832,1,0,20.15,0.748,-5.646,-19.333,-0.059,0.174,-0.043,Random,N/A
1.5,0.03,0.36,-0.46,0.59,-21.601,13.407,27.273,-0.545,0.117,0.83,1,0,22.41,-8.232,-10.437,-18.044,-0.059,0.174,-0.043,Random,N/A
1.51,0.02,0.44,-0.47,0.65,-21.772,13.178,27.273,-0.557,0.046,0.829,1,0,24.69,-13.855,-14.618,-14.275,-0.059,0.174,-0.043,Random,N/A
1.52,-0.03,0.41,-0.45,0.61,-22.059,12.777,27.216,-0.531,-0.041,0.847,1,0,22.09,-13.481,-14.877,-9.209,-0.059,0.174,-0.043,Random,N/A
