Time,ForceX,ForceY,ForceZ,ForceRez,YawG,PitchG,RollG,AccelX,AccelY,AccelZ,AccRMS,RST,GyroRMS,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Label,Technique
0.42,-0.02,0.55,-0.15,0.57,-1.490,3.667,4.584,-0.155,0.1,0.983,1,0,12.85,-8.446,4.639,-8.499,-0.063,-0.122,-0.026,Random,N/A
0.43,0,0.49,-0.18,0.52,-1.604,3.610,4.698,-0.181,0.097,0.979,1,0,14.08,-10.574,3.593,-8.575,-0.063,-0.122,-0.026,Random,N/A
0.44,0.02,0.43,-0.2,0.48,-1.662,3.552,4.870,-0.181,0.107,0.978,1,0,14.54,-11.81,2.228,-8.186,-0.063,-0.122,-0.026,Random,N/A
0.45,0.05,0.47,-0.23,0.53,-1.719,3.438,4.985,-0.17,0.082,0.982,1,0,13.01,-10.887,-0.671,-7.095,-0.063,-0.122,-0.026,Random,N/A
0.46,0.05,0.51,-0.19,0.55,-1.776,3.380,5.099,-0.129,0.088,0.988,1,0,7.46,-4.456,1.656,-5.745,-0.063,-0.122,-0.026,Random,N/A
0.47,0.08,0.54,-0.08,0.55,-1.833,3.438,5.214,-0.136,0.105,0.985,1,0,10.93,4.112,8.026,-6.18,-0.063,-0.122,-0.026,Random,N/A
0.48,0.1,0.49,-0.08,0.51,-1.891,3.495,5.329,-0.149,0.101,0.984,1,0,15.08,7.263,11.124,-7.126,-0.063,-0.122,-0.026,Random,N/A
0.49,0.06,0.5,-0.13,0.52,-1.948,3.724,5.615,-0.169,0.117,0.979,1,0,19.32,10.91,14.519,-6.592,-0.063,-0.129,-0.033,Random,N/A
0.5,0.06,0.52,-0.08,0.53,-2.005,3.896,5.844,-0.174,0.118,0.978,1,0,15.71,10.826,10.963,-3.075,-0.063,-0.129,-0.033,Random,N/A
0.51,0.04,0.56,-0.12,0.57,-2.005,4.068,6.073,-0.214,0.084,0.973,1,0,13.08,11.559,6.096,-0.595,-0.063,-0.129,-0.033,Random,N/A
0.52,0.01,0.6,-0.07,0.61,-2.005,4.240,6.188,-0.139,0.126,0.982,1,0,15.14,14.511,4.318,-0.008,-0.063,-0.129,-0.033,Random,N/A
0.53,0.01,0.66,-0.07,0.66,-2.005,4.469,6.303,-0.105,0.147,0.983,1,0,17.2,15.999,6.294,-0.618,-0.063,-0.129,-0.033,Random,N/A
0.54,0.05,0.68,-0.05,0.68,-2.005,4.756,6.360,-0.164,0.115,0.98,1,0,16.25,15.45,4.784,-1.564,-0.063,-0.129,-0.033,Random,N/A
0.55,0.05,0.63,-0.15,0.65,-2.005,4.927,6.532,-0.179,0.104,0.978,1,0,13.69,13.237,3.281,-1.198,-0.063,-0.129,-0.033,Random,N/A
0.56,0.04,0.61,-0.23,0.65,-2.005,5.099,6.646,-0.185,0.119,0.975,1,0,8.18,7.484,3.113,-1.106,-0.063,-0.129,-0.033,Random,N/A
0.57,0.02,0.61,-0.21,0.64,-2.005,5.214,6.818,-0.19,0.114,0.975,1,0,3.05,1.106,2.678,-0.954,-0.063,-0.129,-0.033,Random,N/A
0.58,0.05,0.66,-0.26,0.71,-2.005,5.214,6.933,-0.185,0.113,0.976,1,0,4.82,-2.686,4.005,0.023,-0.063,-0.129,-0.033,Random,N/A
0.59,0.06,0.62,-0.24,0.67,-2.005,5.214,7.047,-0.185,0.11,0.976,1,0,5.12,-4.692,1.587,1.282,-0.063,-0.129,-0.033,Random,N/A
0.6,0.06,0.56,-0.26,0.62,-2.005,5.214,7.162,-0.178,0.118,0.977,1,0,6.11,-4.997,3.006,1.816,-0.063,-0.129,-0.033,Random,N/A
0.61,0.05,0.53,-0.33,0.63,-1.948,5.271,7.334,-0.165,0.126,0.978,1,0,5.66,-2.38,4.654,2.159,-0.066,-0.118,-0.04,Random,N/A
0.62,0,0.46,-0.25,0.52,-1.891,5.329,7.448,-0.182,0.113,0.977,1,0,4.49,-0.397,4.036,1.93,-0.066,-0.118,-0.04,Random,N/A
0.63,0.1,0.46,-0.31,0.56,-1.891,5.329,7.620,-0.182,0.1,0.978,1,0,5.84,2.289,5.203,1.358,-0.066,-0.118,-0.04,Random,N/A
0.64,0.05,0.47,-0.33,0.58,-1.833,5.386,7.792,-0.179,0.116,0.977,1,0,8.99,6.012,6.645,0.656,-0.066,-0.118,-0.04,Random,N/A
0.65,0.02,0.44,-0.34,0.56,-1.833,5.558,7.907,-0.173,0.124,0.977,1,0,10.51,7.721,7.088,-0.763,-0.066,-0.118,-0.04,Random,N/A
0.66,0,0.45,-0.32,0.56,-1.833,5.672,8.079,-0.18,0.126,0.976,1,0,9.55,7.462,5.943,-0.404,-0.066,-0.118,-0.04,Random,N/A
0.67,-0.01,0.44,-0.3,0.53,-1.833,5.844,8.251,-0.183,0.118,0.976,1,0,8.64,6.676,5.417,0.87,-0.066,-0.118,-0.04,Random,N/A
0.68,-0.01,0.48,-0.2,0.52,-1.776,5.959,8.422,-0.184,0.118,0.976,1,0,7.72,5.638,4.982,1.732,-0.066,-0.118,-0.04,Random,N/A
0.69,-0.04,0.51,-0.19,0.54,-1.776,6.016,8.537,-0.188,0.128,0.974,1,0,5.6,4.906,1.74,2.075,-0.066,-0.118,-0.04,Random,N/A
0.7,-0.06,0.55,-0.24,0.6,-1.719,6.131,8.652,-0.2,0.136,0.97,1,0,5.05,3.166,-1.9,3.448,-0.066,-0.118,-0.04,Random,N/A
0.71,-0.06,0.58,-0.23,0.63,-1.662,6.245,8.709,-0.205,0.135,0.969,1,0,7.49,1.564,-5.417,4.929,-0.066,-0.118,-0.04,Random,N/A
0.72,-0.01,0.57,-0.24,0.61,-1.604,6.303,8.766,-0.198,0.133,0.971,1,0,7.46,-0.481,-5.569,4.936,-0.066,-0.118,-0.04,Random,N/A
0.73,0.01,0.55,-0.16,0.57,-1.604,6.360,8.766,-0.198,0.136,0.971,1,0,6.28,-1.427,-4.333,4.318,-0.064,-0.12,-0.024,Random,N/A
0.74,0.1,0.56,-0.15,0.59,-1.547,6.417,8.824,-0.19,0.143,0.971,1,0,6.5,-4.051,-4.471,2.426,-0.064,-0.12,-0.024,Random,N/A
0.75,0.09,0.57,-0.2,0.61,-1.490,6.474,8.881,-0.171,0.142,0.975,1,0,7.51,-4.547,-5.135,3.067,-0.064,-0.12,-0.024,Random,N/A
0.76,0.13,0.55,-0.2,0.6,-1.490,6.532,8.881,-0.154,0.145,0.977,1,0,8.41,-4.219,-5.844,4.326,-0.064,-0.12,-0.024,Random,N/A
0.77,0.18,0.59,-0.25,0.67,-1.432,6.589,8.766,-0.155,0.14,0.978,1,0,10.25,-1.953,-8.675,5.096,-0.064,-0.12,-0.024,Random,N/A
0.78,0.17,0.58,-0.25,0.66,-1.375,6.704,8.709,-0.163,0.142,0.976,1,0,10.87,2.22,-9.727,4.311,-0.064,-0.12,-0.024,Random,N/A
0.79,0.13,0.57,-0.29,0.65,-1.318,6.818,8.652,-0.17,0.134,0.976,1,0,11.47,4.73,-10.223,2.182,-0.064,-0.12,-0.024,Random,N/A
0.8,0.11,0.61,-0.3,0.69,-1.318,6.933,8.652,-0.196,0.128,0.972,1,0,11.57,4.73,-10.46,1.442,-0.064,-0.12,-0.024,Random,N/A
0.81,0.09,0.63,-0.3,0.7,-1.261,6.990,8.652,-0.192,0.119,0.974,1,0,10.49,3.372,-9.819,1.472,-0.064,-0.12,-0.024,Random,N/A
0.82,0.04,0.61,-0.29,0.68,-1.261,7.047,8.652,-0.18,0.133,0.975,1,0,8.85,1.793,-8.598,1.06,-0.064,-0.12,-0.024,Random,N/A
0.83,0,0.6,-0.31,0.68,-1.261,7.105,8.709,-0.169,0.14,0.976,1,0,9.67,0.305,-9.628,0.816,-0.064,-0.12,-0.024,Random,N/A
0.84,0,0.64,-0.29,0.7,-1.261,7.219,8.652,-0.171,0.136,0.976,1,0,11.24,-1.762,-10.948,1.831,-0.064,-0.12,-0.024,Random,N/A
0.85,0.02,0.6,-0.31,0.68,-1.261,7.219,8.652,-0.176,0.133,0.975,1,0,11.44,-3.067,-10.689,2.693,-0.068,-0.113,-0.024,Random,N/A
0.86,0.04,0.58,-0.31,0.66,-1.203,7.277,8.594,-0.145,0.162,0.976,1,0,16.16,-3.616,-15.03,4.723,-0.068,-0.113,-0.024,Random,N/A
0.87,0.05,0.55,-0.26,0.61,-1.203,7.334,8.422,-0.129,0.181,0.975,1,0,17.87,-2.731,-16.632,5.951,-0.068,-0.113,-0.024,Random,N/A
0.88,0.07,0.53,-0.17,0.56,-1.146,7.448,8.193,-0.126,0.167,0.978,1,0,18.16,-1.213,-16.93,6.47,-0.068,-0.113,-0.024,Random,N/A
0.89,0.1,0.55,-0.15,0.58,-1.089,7.563,8.021,-0.131,0.143,0.981,1,0,14.56,0.549,-13.222,6.081,-0.068,-0.113,-0.024,Random,N/A
0.9,0.08,0.53,-0.24,0.59,-1.031,7.678,7.792,-0.136,0.132,0.982,1,0,9.39,2.388,-7.523,5.096,-0.068,-0.113,-0.024,Random,N/A
0.91,0.03,0.56,-0.27,0.62,-0.974,7.678,7.850,-0.136,0.132,0.982,1,0,4.53,3.09,-2.617,2.029,-0.068,-0.113,-0.024,Random,N/A
0.92,0.11,0.53,-0.29,0.61,-0.974,7.620,7.850,-0.146,0.129,0.981,1,0,2.43,1.534,-0.015,-1.884,-0.068,-0.113,-0.024,Random,N/A
0.93,0.03,0.5,-0.35,0.61,-1.031,7.620,7.964,-0.146,0.127,0.981,1,0,5.43,-2.029,0.542,-5.013,-0.068,-0.113,-0.024,Random,N/A
0.94,-0.09,0.5,-0.31,0.6,-1.089,7.506,8.079,-0.132,0.123,0.984,1,0,10.81,-5.424,4.7,-8.087,-0.068,-0.113,-0.024,Random,N/A
0.95,-0.13,0.54,-0.34,0.65,-1.146,7.391,8.021,-0.124,0.137,0.983,1,0,17.23,-9.712,9.216,-10.849,-0.068,-0.113,-0.024,Random,N/A
0.96,-0.1,0.56,-0.38,0.68,-1.261,7.334,8.079,-0.13,0.144,0.981,1,0,21.01,-14.122,10.063,-11.856,-0.068,-0.113,-0.024,Random,N/A
0.97,-0.11,0.53,-0.4,0.67,-1.318,7.334,8.079,-0.141,0.144,0.979,1,0,22,-15.991,9.903,-11.414,-0.068,-0.113,-0.024,Random,N/A
0.98,-0.11,0.48,-0.47,0.68,-1.432,7.047,8.193,-0.144,0.115,0.983,1,0,29.33,-17.769,20.439,-11.253,-0.066,-0.132,-0.026,Random,N/A
0.99,-0.1,0.5,-0.43,0.66,-1.547,6.818,8.480,-0.157,0.121,0.98,1,0,29.15,-16.678,20.195,-12.787,-0.066,-0.132,-0.026,Random,N/A
1,-0.11,0.52,-0.43,0.69,-1.604,6.646,8.766,-0.162,0.117,0.98,1,0,25.73,-15.038,17.929,-10.696,-0.066,-0.132,-0.026,Random,N/A
1.01,-0.13,0.54,-0.44,0.71,-1.719,6.474,8.995,-0.15,0.091,0.985,1,0,19,-12.512,11.833,-8.026,-0.066,-0.132,-0.026,Random,N/A
1.02,-0.04,0.51,-0.39,0.64,-1.776,6.245,9.110,-0.175,0.069,0.982,1,0,16.52,-12.199,8.98,-6.592,-0.066,-0.132,-0.026,Random,N/A
1.03,-0.03,0.49,-0.37,0.61,-1.891,6.016,9.225,-0.18,0.071,0.981,1,0,12.57,-10.506,6.271,-2.884,-0.066,-0.132,-0.026,Random,N/A
1.04,-0.04,0.46,-0.35,0.58,-1.891,5.787,9.339,-0.15,0.081,0.985,1,0,6.67,-6.393,1.884,0.175,-0.066,-0.132,-0.026,Random,N/A
1.05,-0.07,0.49,-0.36,0.61,-1.891,5.672,9.282,-0.14,0.075,0.987,1,0,3.01,-2.388,0.481,-1.762,-0.066,-0.132,-0.026,Random,N/A
1.06,-0.02,0.5,-0.3,0.58,-1.948,5.558,9.225,-0.143,0.081,0.986,1,0,7.21,1.167,3.403,-6.248,-0.066,-0.132,-0.026,Random,N/A
1.07,-0.02,0.54,-0.21,0.58,-2.005,5.500,9.167,-0.154,0.092,0.984,1,0,11.93,4.341,5.898,-9.422,-0.066,-0.132,-0.026,Random,N/A
1.08,-0.06,0.53,-0.23,0.58,-2.120,5.500,9.225,-0.176,0.096,0.98,1,0,13.8,6.691,6.218,-10.345,-0.066,-0.132,-0.026,Random,N/A
1.09,-0.03,0.5,-0.2,0.53,-2.235,5.558,9.397,-0.159,0.1,0.982,1,0,15.29,7.454,9.102,-9.773,-0.066,-0.132,-0.026,Random,N/A
1.1,-0.02,0.42,-0.22,0.47,-2.292,5.672,9.397,-0.161,0.102,0.982,1,0,15.46,6.798,10.666,-8.896,-0.056,-0.132,-0.023,Random,N/A
1.11,-0.07,0.41,-0.3,0.51,-2.349,5.844,9.568,-0.201,0.1,0.974,1,0,12.35,3.304,10.475,-5.646,-0.056,-0.132,-0.023,Random,N/A
1.12,0.01,0.48,-0.35,0.6,-2.406,5.844,9.798,-0.19,0.105,0.976,1,0,8.38,0.961,7.507,-3.609,-0.056,-0.132,-0.023,Random,N/A
1.13,0.01,0.48,-0.38,0.61,-2.406,5.844,9.969,-0.185,0.098,0.978,1,0,5.72,-1.915,4.99,-2.052,-0.056,-0.132,-0.023,Random,N/A
1.14,-0.03,0.49,-0.36,0.61,-2.406,5.844,10.141,-0.189,0.121,0.974,1,0,4.89,-4.715,1.282,-0.16,-0.056,-0.132,-0.023,Random,N/A
1.15,-0.03,0.45,-0.45,0.63,-2.406,5.901,10.199,-0.187,0.106,0.977,1,0,5.1,-4.837,0.015,1.617,-0.056,-0.132,-0.023,Random,N/A
1.16,-0.08,0.42,-0.5,0.66,-2.406,5.844,10.313,-0.19,0.096,0.977,1,0,4.81,-3.922,-1.228,2.502,-0.056,-0.132,-0.023,Random,N/A
1.17,-0.04,0.44,-0.5,0.66,-2.349,5.787,10.371,-0.192,0.089,0.977,1,0,4.02,-2.151,-1.938,2.785,-0.056,-0.132,-0.023,Random,N/A
1.18,-0.08,0.45,-0.48,0.67,-2.349,5.672,10.428,-0.189,0.086,0.978,1,0,3.64,-0.061,-2.96,2.113,-0.056,-0.132,-0.023,Random,N/A
1.19,-0.11,0.48,-0.41,0.64,-2.349,5.615,10.485,-0.196,0.097,0.976,1,0,5.43,2.808,-4.616,0.58,-0.056,-0.132,-0.023,Random,N/A
1.2,-0.11,0.51,-0.42,0.67,-2.349,5.672,10.542,-0.191,0.085,0.978,1,0,7.93,6.104,-4.814,-1.579,-0.056,-0.132,-0.023,Random,N/A
1.21,-0.09,0.49,-0.41,0.64,-2.406,5.615,10.542,-0.18,0.078,0.981,1,0,9.48,8.408,-2.869,-3.311,-0.056,-0.132,-0.023,Random,N/A
1.22,-0.1,0.46,-0.41,0.62,-2.406,5.615,10.485,-0.183,0.078,0.98,1,0,9.99,8.858,-2.441,-3.914,-0.056,-0.132,-0.023,Random,N/A
1.23,-0.06,0.47,-0.4,0.62,-2.521,5.615,10.542,-0.198,0.102,0.975,1,0,10.26,6.271,-7.225,-3.693,-0.076,-0.122,-0.026,Random,N/A
1.24,-0.04,0.43,-0.36,0.57,-2.578,5.672,10.600,-0.183,0.088,0.979,1,0,9.84,3.456,-8.766,-2.831,-0.076,-0.122,-0.026,Random,N/A
1.25,-0.06,0.43,-0.36,0.57,-2.578,5.615,10.428,-0.158,0.091,0.983,1,0,10.29,1.701,-9.834,-2.525,-0.076,-0.122,-0.026,Random,N/A
1.26,-0.03,0.41,-0.39,0.57,-2.636,5.615,10.256,-0.153,0.105,0.983,1,0,9.55,1.328,-9.216,-2.106,-0.076,-0.122,-0.026,Random,N/A
1.27,-0.05,0.39,-0.4,0.56,-2.636,5.672,10.027,-0.154,0.111,0.982,1,0,8.36,1.953,-7.874,-2.022,-0.076,-0.122,-0.026,Random,N/A
1.28,0.02,0.37,-0.39,0.54,-2.693,5.730,9.912,-0.144,0.116,0.983,1,0,6.67,3.197,-5.432,-2.182,-0.076,-0.122,-0.026,Random,N/A
1.29,0.03,0.35,-0.4,0.53,-2.693,5.844,9.740,-0.14,0.117,0.983,1,0,5.93,4.89,-1.747,-2.861,-0.076,-0.122,-0.026,Random,N/A
1.3,0.04,0.38,-0.41,0.56,-2.693,5.959,9.626,-0.15,0.127,0.98,1,0,6.7,5.455,0.32,-3.883,-0.076,-0.122,-0.026,Random,N/A
1.31,0.03,0.4,-0.41,0.57,-2.750,6.073,9.568,-0.152,0.126,0.98,1,0,6.84,5.196,1.396,-4.227,-0.076,-0.122,-0.026,Random,N/A
1.32,0.04,0.42,-0.38,0.57,-2.750,6.245,9.568,-0.159,0.125,0.979,1,0,5.12,3.181,1.274,-3.799,-0.076,-0.122,-0.026,Random,N/A
1.33,0.04,0.43,-0.38,0.57,-2.807,6.360,9.568,-0.177,0.128,0.976,1,0,3.41,0.259,-0.664,-3.334,-0.076,-0.122,-0.026,Random,N/A
1.34,0.02,0.45,-0.31,0.54,-2.807,6.474,9.568,-0.158,0.124,0.98,1,0,4.94,-0.931,-3.86,-2.937,-0.076,-0.122,-0.026,Random,N/A
1.35,0.01,0.46,-0.31,0.56,-2.807,6.532,9.511,-0.152,0.128,0.98,1,0,5.48,-0.229,-4.684,-2.831,-0.061,-0.113,-0.031,Random,N/A
1.36,0.01,0.5,-0.35,0.61,-2.865,6.646,9.397,-0.178,0.122,0.976,1,0,5.93,2.38,-2.083,-5.013,-0.061,-0.113,-0.031,Random,N/A
1.37,-0.04,0.53,-0.36,0.64,-2.865,6.704,9.454,-0.186,0.113,0.976,1,0,6.2,2.426,-0.282,-5.699,-0.061,-0.113,-0.031,Random,N/A
1.38,0.01,0.53,-0.37,0.64,-2.922,6.704,9.568,-0.2,0.115,0.973,1,0,7.44,2.289,3.304,-6.264,-0.061,-0.113,-0.031,Random,N/A
1.39,0,0.53,-0.43,0.68,-2.979,6.704,9.740,-0.187,0.121,0.975,1,0,6.45,2.625,3.578,-4.684,-0.061,-0.113,-0.031,Random,N/A
1.4,-0.02,0.55,-0.44,0.71,-3.037,6.818,9.855,-0.149,0.14,0.979,1,0,6.26,4.616,2.632,-3.319,-0.061,-0.113,-0.031,Random,N/A
1.41,0,0.54,-0.51,0.74,-3.037,6.933,9.798,-0.144,0.135,0.98,1,0,10.23,7.904,5.501,-3.464,-0.061,-0.113,-0.031,Random,N/A
1.42,-0.04,0.5,-0.53,0.73,-3.037,7.047,9.740,-0.144,0.137,0.98,1,0,13.43,11.681,5.859,-3.098,-0.061,-0.113,-0.031,Random,N/A
1.43,0,0.47,-0.55,0.72,-3.094,7.277,9.740,-0.156,0.133,0.979,1,0,14.17,13.138,4.745,-2.403,-0.061,-0.113,-0.031,Random,N/A
1.44,0.02,0.53,-0.55,0.77,-3.094,7.448,9.683,-0.172,0.144,0.975,1,0,12.79,12.558,1.144,-2.167,-0.061,-0.113,-0.031,Random,N/A
1.45,-0.02,0.43,-0.57,0.72,-3.094,7.620,9.740,-0.174,0.129,0.976,1,0,11.69,11.208,1.831,-2.777,-0.061,-0.113,-0.031,Random,N/A
1.46,0.02,0.44,-0.57,0.72,-3.094,7.678,9.798,-0.17,0.125,0.977,1,0,10.43,9.674,-1.244,-3.708,-0.061,-0.113,-0.031,Random,N/A
1.47,0.01,0.42,-0.54,0.68,-3.151,7.678,9.855,-0.203,0.12,0.972,1,0,8.01,6.592,-2.876,-3.532,-0.064,-0.123,-0.035,Random,N/A
1.48,-0.04,0.42,-0.52,0.67,-3.209,7.678,9.969,-0.195,0.131,0.972,1,0,5.79,1.892,-4.265,-3.426,-0.064,-0.123,-0.035,Random,N/A
1.49,0.01,0.4,-0.49,0.63,-3.266,7.735,10.027,-0.178,0.137,0.974,1,0,5.51,1.236,-4.471,-2.975,-0.064,-0.123,-0.035,Random,N/A
1.5,0.02,0.38,-0.51,0.63,-3.266,7.792,10.027,-0.167,0.153,0.974,1,0,2.88,1.366,-2.457,-0.633,-0.064,-0.123,-0.035,Random,N/A
1.51,0.02,0.35,-0.43,0.56,-3.266,7.907,9.969,-0.172,0.129,0.977,1,0,2.52,2.106,0.42,1.32,-0.064,-0.123,-0.035,Random,N/A
1.52,0.01,0.41,-0.4,0.57,-3.266,7.792,9.969,-0.175,0.128,0.976,1,0,0.97,0.565,0.603,0.511,-0.064,-0.123,-0.035,Random,N/A
